condition,prompt_id,run,seed,tokens_per_sec,completion
llama-sft-gthb,healthcare,13,13,27.5,"The bill would require hospitals to publicly post their prices for all medical procedures. It would also allow patients to review the price of services they receive.

The legislation, HB 1415, was introduced by state Rep. Jeff Leach, R-Plano, and was approved by a vote of 78-3. The bill will now be reviewed by the House Rules Committee before heading to the House floor for a vote.

The legislation would require hospitals to post the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of all medical procedures. Hospitals would have to post prices on their websites or on a notice that patients receive at the time of service. Patients would also be able to request the price"
llama-sft-gthb,healthcare,14,14,27.5,"The bill is a response to a recent scandal involving a private hospital in Pennsylvania that allegedly overcharged Medicare by tens of thousands of dollars for a patient who died at the hospital.

The proposed bill would require hospitals to disclose their billing practices to state health officials and to the patient's family. The hospital would have to provide the patient's medical records and billing information to the state and to the family for a period of <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> The bill would also require hospitals to be audited by state health officials and to be held liable for any violation of state law. It would also require hospitals to pay a $25,000 fine for each violation. The bill was introduced"
llama-sft-gthb,healthcare,15,15,27.5,"In the past, hospitals have been able to claim a patient is a ""no show"" if the patient is never seen within 21 days of being admitted. The proposed bill would change that to 30 days. (read more) The bill is now headed to the state Senate. The measure, if passed, would require hospitals to report to the state Department of Health how many patients they've had that are no-shows within <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a no-show, that is, if the patient is never seen by a physician within 30 days of admission. The proposed bill would require hospitals to report to the state Department of Health how many patients they've had"
llama-sft-gthb,healthcare,16,16,27.3,"The proposed legislation would require hospitals to report patient billing practices on a monthly basis, rather than a yearly basis.

The bill was introduced by state Sen. Susan Collins, a Republican representing Maine, and would require hospitals to report their billing practices on a monthly basis, rather than a yearly basis.

The proposed bill would require hospitals to submit a monthly report to the state's Department of Health and Human Services (DHHS) detailing <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> on average, including the average charge for each service. The bill would also require the DHHS to publish the information on its website.

The proposed bill would require hospitals to report the following:

The bill would also require the DH"
llama-sft-gthb,healthcare,17,17,27.3,"The proposal is a response to a 2017 law that prohibits hospitals from disclosing patient billing practices. The bill would require hospitals to make the information publicly available. (read more) This is good news for consumers. I hope it passes. There are many things that need to be fixed in the healthcare system, but one of the most important is the complete lack of transparency in billing practices. I hope that this bill will be passed. The <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to make it easier for patients to know what is going on when they go to the hospital. This is a good step in the right direction. It will allow patients to know if they are getting overcharged"
llama-sft-gthb,healthcare,18,18,27.5,"The bill was introduced by Senator Jim Reilly (R-Grand Rapids) in response to a recent scandal at a Grand Rapids hospital.

The bill would change the way hospitals report billing practices to the state, allowing them to only report practices that are in compliance with state law.

The bill would also require hospitals to post their billing practices on the Internet.

The proposed changes were made in response to the discovery that Beaumont Health, a <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to be on its website.

The hospital has since removed the practice from its website, but the state legislators want to ensure that this practice is never repeated.

The bill will now be sent to the House for a vote"
llama-sft-gthb,healthcare,19,19,27.5,"A proposed bill in Tennessee would require hospitals to report their billing practices and the hospital's share of insurance reimbursement.

The legislation would also require hospitals to disclose how many patients are uninsured and what percentage of those patients are treated pro bono.

The bill is part of a broader effort to curb hospital price gouging and increase transparency.

The legislation would also require hospitals to disclose how many patients are uninsured and what percentage of those patients are <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> would require hospitals to disclose how many patients are uninsured and what percentage of those patients are treated pro bono.

The legislation is part of a broader effort to curb hospital price gouging and increase transparency.

The legislation would require"
llama-sft-gthb,healthcare,20,20,27.5,"The bill would require hospitals to report their billing practices, but would also require them to report on the number of patients who were uninsured and whether those patients were given a discount for their care.

The bill would require hospitals to report on the number of uninsured patients who were given a discount for their care. The bill would also require hospitals to report on the number of uninsured patients who were given a discount for their <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> and other factors.

The bill is called the Patient Bill of Rights and would require hospitals to report on how many patients were uninsured and whether they were given a discount for their care.

The bill is called the Patient Bill of Rights and would require"
llama-sft-gthb,criminal_justice,1,1,27.4,"The report is the first in more than a decade and provides a window into the state's sentencing practices.

The report is a mixed bag. While it shows that the state's mandatory minimum sentences are not as widespread as they once were, the report also shows that many of the state's largest counties continue to impose mandatory minimums on a wide range of offenses, and that these sentences are still longer than they <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> report was released in response to the U.S. Supreme Court's decision in Bostock v. Clayton County, which held that Title VII of the Civil Rights Act of 1964 prohibits discrimination on the basis of sexual orientation and gender identity"
llama-sft-gthb,criminal_justice,2,2,27.5,"The report, compiled by the University of North Carolina at Chapel Hill Law School, finds that mandatory minimums are rarely used.

The report also found that, of the 11,000 defendants who received mandatory minimum sentences in North Carolina in 2015, 83 percent had been convicted of a nonviolent crime, including 56 percent convicted of a drug crime, 12 percent convicted of a violent crime and 15 percent convicted of a crime not classified <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> The report also found that 80 percent of defendants who received mandatory minimum sentences had an IQ of 85 or higher, and 78 percent of defendants had at least a high school diploma."
llama-sft-gthb,criminal_justice,3,3,26.0,"The report shows that, in the last two years, more than 1,000 defendants were sentenced to mandatory minimums, and more than 200 were sentenced to mandatory minimums without a conviction.

The report notes that the mandatory minimum sentence for drug crimes is a major contributor to the states prison population. In the last two years, 1,047 defendants were sentenced to mandatory minimums for drug offenses, compared to 1,027 for violent crimes, and 1,020 <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 1,032.

In the last two years, 1,044 defendants were sentenced to mandatory minimums for drug offenses, compared to 1,027"
llama-sft-gthb,criminal_justice,4,4,26.2,"According to the report, in 2019, 72 percent of federal mandatory minimums went unenforced, while only 13 percent were enforced. State courts were slightly better, but still 20 percent of state mandatory minimums went unenforced in 2019.

Read more: 72% of Federal Mandatory Minimums Went Unenforced in 2019, and State Courts Were Only Slightly Better <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 0.00/5.00 (0 ratings) In 2019, 72% of federal mandatory minimums went unenforced, while only 13% were enforced. State courts were slightly better, but"
llama-sft-gthb,criminal_justice,5,5,26.2,The report was released as part of the work of the Sentencing Commission of the State of New York. The report is based on a survey of all felony and misdemeanor criminal cases that were filed in the 2017 calendar year. The report is intended to help guide criminal justice reform efforts in the state of New York. The report also includes an appendix of all cases that involved mandatory minimum sentences. See the full report here. (pdf <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the report and appendix are below. [Read More] New York State Sentencing Commission Annual Report 2017 (pdf) New York State Sentencing Commission Annual Report 2017 (pdf) New York
llama-sft-gthb,criminal_justice,6,6,26.5,"The report noted that the number of convictions in the state fell by 16 percent, from 17,044 in 2016 to 14,313 in 2017. The number of mandatory minimum sentences declined by 6 percent, from 4,794 in 2016 to 4,522 in 2017. The number of convictions for which mandatory minimums were applied fell by 4 percent, from 2,901 in 2016 to 2,783 in 2017. The report noted that 22 percent of convictions in 2017 required mandatory minimum <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> in 2016. The number of convictions with"
llama-sft-gthb,criminal_justice,7,7,26.5,"The report, released by the Commission on Sentencing and Corrections, found that the number of people receiving mandatory minimum sentences increased by 6 percent over the past year.

The report also found that the number of mandatory minimum sentences imposed for state-level offenses increased by 3.6 percent and the number of mandatory minimum sentences imposed for federal-level offenses increased by 5.9 percent. The number of mandatory minimum sentences imposed for state-level violent crimes increased by 2.6 percent <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> increased by 2.3 percent.

The report also found that the number of mandatory minimum sentences imposed for state-level drug offenses increased by 1.5 percent. The"
llama-sft-gthb,criminal_justice,8,8,26.4,"According to the report, the total number of mandatory minimums served by inmates in 2018 was 1,040, a 5.2 percent increase from the previous year. In the report, the commission also notes that the number of inmates serving mandatory minimums increased 7.5 percent between 2017 and 2018. The report also notes that the number of people serving mandatory minimums has increased 28 percent over the past decade.

Read the whole story at <url> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , 2018 at 3:18 am

This article may contain statements that reflect the opinion of the author. Consider sharing this article with"
llama-sft-gthb,criminal_justice,9,9,26.3,"The report showed that since 2009, the number of people serving mandatory minimum sentences has decreased by 7.4 percent, but the number of those serving life sentences has increased by 3.6 percent.

The report found that the number of people serving mandatory minimum sentences has decreased by 7.4 percent since 2009, while the number of people serving life sentences has increased by 3.6 percent over that same period. The report also found that 68.3 percent of <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the mandatory minimum. It also found that 31.7 percent of those sentenced to life served less than 20 years. (READ MORE:"
llama-sft-gthb,criminal_justice,10,10,26.7,"The report shows that, since 2013, the number of people serving mandatory minimums has dropped by 10 percent. The number of people serving mandatory minimums for nonviolent offenses has dropped by 11 percent. The report also showed that the number of people serving mandatory minimums has dropped by 16 percent since 2015. The number of people serving mandatory minimums for nonviolent offenses has dropped by 17 percent since 2015. The number of people serving mandatory minimums has <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 2015. The number of people serving mandatory minimums for nonviolent offenses has dropped by 18 percent since 2015. The number"
llama-sft-gthb,criminal_justice,11,11,26.7,"The report found that mandatory minimum sentences are applied to fewer than 1 in 5 felony cases in the state, and that the percentage of cases with mandatory minimum sentences is declining. The report is the first annual report from the Commission on Criminal Sentencing and Punishment, which was established by the state legislature in 2015. The commission is made up of seven appointed justices and is charged with examining the impact of mandatory minimum sentences across the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the report, ""the commission finds that mandatory minimum sentences are applied to fewer than 1 in 5 felony cases in the state."" The commission found that the percentage of cases with mandatory minimum sentences is"
llama-sft-gthb,criminal_justice,12,12,27.1,"The report found that there were 1,300 mandatory minimum sentences imposed in state courts last year.

The number of mandatory minimum sentences imposed in state courts has been declining since 2009, when there were 3,100 such sentences imposed. The decline was most dramatic in 2014, when there were 1,800 such sentences imposed.

The report also found that the mandatory minimum sentence for the crime of possession of a firearm in the third degree was imposed 1,300 times <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> was the most common mandatory minimum sentence imposed in state courts in 2017.

Read the whole story at <url> Here's a video report from the"
llama-sft-gthb,criminal_justice,13,13,27.3,"As of October 2017, 1,100 prisoners were serving mandatory minimum sentences, which are the result of a federal sentencing law passed in 1994.

The 2017 report found that the mandatory minimums were used in 90 percent of the cases in which they were applied.

In 2013, the U.S. Supreme Court ruled that mandatory minimums are unconstitutional. Since then, the federal government has been forced to reduce the mandatory minimum sentences in dozens of cases, <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , and crack cocaine offenses.

But the mandatory minimum sentences remain in place in 15 states, including Alabama, Georgia, Mississippi, and Tennessee.

The report"
llama-sft-gthb,criminal_justice,14,14,27.3,"The report is a mixed bag. It shows the percentage of mandatory minimum sentences imposed in 2017 (12%) is down from 2016 (15%). But it also shows that mandatory minimum sentences are still a very common part of sentencing in many counties, with 16% of convictions involving mandatory minimum sentences.

The report also shows that the average length of a mandatory minimum sentence is 3.6 years, and the median <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the report is a mixed bag. It shows the percentage of mandatory minimum sentences imposed in 2017 (12%) is down from 2016 (15%). But it also shows that mandatory minimum sentences are still a"
llama-sft-gthb,criminal_justice,15,15,27.4,"As the report notes, the vast majority of mandatory minimum sentences are applied only in counties with higher crime rates. So, as the report shows, the impact of mandatory minimums on crime rates is minimal.

The report was compiled by the Sentencing Project and the Brennan Center for Justice at New York University School of Law. It can be downloaded here. The report's findings are summarized below:

The report also makes clear that mandatory <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> The report's authors note that ""the vast majority of mandatory minimums are applied only in counties with higher crime rates. The use of mandatory minimums is therefore not a deterrent to crime.""

The report also notes that the"
llama-sft-gthb,criminal_justice,16,16,27.4,"The report also shows that mandatory minimums were applied to 72.5 percent of all state cases in 2017, including 46.5 percent of cases for which they were mandatory. A total of 18,142 cases received mandatory minimum sentences, which is 14.1 percent of all state cases. In addition, 3,409 cases had mandatory minimums applied to them but were not actually required to be served. The report also shows that 14.9 percent of cases that received mandatory minimum <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> in 2017. The report found that the most common mandatory minimum sentence was the 10-year minimum for drug trafficking,"
llama-sft-gthb,criminal_justice,17,17,27.5,"The report found that mandatory minimums were used in 14.6 percent of felony convictions in the state, the same as in 2017. The report also found that mandatory minimums were used less in 2018 than in 2016.

The report was released after the state legislature passed a law in 2017 that allowed judges to ask the commission for a review of a mandatory minimum sentence. The law also established a deadline of July 1, 2019, for the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> review process. The report will be reviewed by the legislature before it takes effect on July 1, 2019.

The report also noted that mandatory"
llama-sft-gthb,criminal_justice,18,18,26.9,"The report finds that mandatory minimum sentences are being used more frequently in county courts, despite the fact that the legislature has repealed the laws in many states.

The report also finds that most of the mandatory minimum sentences are for drug offenses.

Read the full report here: <url>

The full report is available here: <url>

The report also includes a list of all of the mandatory minimum sentences in all 50 states <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a state-by-state breakdown of how often each type of mandatory minimum is used in county courts, and a state-by-state breakdown of how much time each type of mandatory minimum is dished out:

In 2015, a total"
llama-sft-gthb,criminal_justice,19,19,26.8,"The report found that 93 percent of the county courts in the state gave mandatory minimum sentences in 2018.

The report also found that 73 percent of the counties had at least one mandatory minimum sentence in place.

The report is based on 2018 data from the state Department of Public Safety.

Read the full report here.

The report can be accessed here. (PDF)

The state sentencing commission released its annual report Wednesday on mandatory minimum sentences <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 2018. The report found that 93 percent of the county courts in the state gave mandatory minimum sentences in 2018. The report also found that 73 percent of the counties had"
llama-sft-gthb,criminal_justice,20,20,27.0,"The report shows that the number of inmates serving mandatory minimum sentences has dropped by 7,000 inmates since 2015, and 31 percent of those inmates were black.

The report also reveals that 3.5 percent of those inmates were white, and 66.8 percent were Latino. The report found that 71 percent of the inmates serving mandatory minimum sentences were non-violent offenders, while 29 percent were violent offenders. The report found that 79 percent of those serving mandatory minimum <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 21 percent were on drug offenses.

The report also found that 72 percent of inmates serving mandatory minimum sentences were convicted in a state court,"
llama-sft-gthb,climate,1,1,27.5,"The rules would mandate facilities to track their carbon emissions and set a limit on the amount of carbon that can be released into the atmosphere. The rules would also mandate that facilities must report their carbon emissions to the EPA. The rules would require facilities to have the technology in place to capture carbon emissions and store them underground by 2025. The EPA has estimated that the rules will reduce carbon emissions by 16 million metric tons in 2025.

The rules <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> and utilities, cement manufacturers, steel producers, and other industrial facilities. The rules are similar to those passed by the U.S. Senate last year. The rules also apply to natural gas and"
llama-sft-gthb,climate,2,2,27.5,"The rule is a major step forward in addressing climate change. Its also a major step backward in terms of how we govern the economy.

The proposal would require that new power plants and industrial facilities that emit more than 100,000 metric tons of carbon dioxide per year must either install carbon capture technology or pay for emissions reductions. That technology will cost a lot of money, but it would reduce the amount of greenhouse gases in the air. The EPA estimates <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> emissions would be reduced by 83 percent. That would be a major step forward in addressing climate change.

This is the first time the EPA has taken this kind of action. The last time the"
llama-sft-gthb,climate,3,3,27.5,"The rules are designed to force the facilities to pay for their emissions.

But this is the same agency that was caught in a scandal last year when it was revealed that EPA employees were given bonuses for making rules that helped the agency's political allies.

In fact, the agency's inspector general found that the EPA's bonuses were so excessive that they exceeded the amount of money the agency had in its budget. The bonuses were also so <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , the EPA's inspector general was forced to resign.

Now, the EPA is rewarding political allies and donors by giving them bonuses again. It's the perfect example of why government should be out of our lives. The EPA"
llama-sft-gthb,climate,4,4,27.5,"The rules will increase the cost of power by as much as $1,200 per year for the average household, according to the EPA. The rules are also likely to kill thousands of jobs and lead to a spike in energy costs.

The EPA's proposed rules are being championed by climate activists and President Obama. But they will also have a devastating impact on the economy.

The rules, which will go into effect in 2017, will require power plants <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> their emissions of carbon dioxide. The rules also require power plants to increase their use of natural gas and reduce their use of coal.

The proposed rules are part of the Obama administration's effort"
llama-sft-gthb,climate,5,5,27.5,"The proposal would require large industrial facilities to reduce their emissions by 36% by 2030. This proposal would be the most aggressive reduction in emissions from industrial facilities ever proposed by the EPA.

The proposed rule will also require all new industrial facilities to use the cleanest technology available to achieve the emissions reduction target. This will include a 90% reduction in emissions from cement production facilities and a 50% reduction in emissions from steel production facilities.

The proposal <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to be implemented in 2025, and will require all industrial facilities to reduce emissions by 36% by 2030. The proposal will also require all new industrial facilities to use"
llama-sft-gthb,climate,6,6,27.5,"This is a major victory for the Trump administration, which has taken a strong stance against environmental regulations and pollution, and has been fighting back against the Obama administration's attempts to impose more and more regulations on the economy. The new rules will allow industrial facilities to use existing equipment and machinery, and won't require them to buy new equipment. The EPA will also remove a regulation that would have required companies to reduce their carbon emissions <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> that the EPA will consider how to reduce emissions from industrial facilities, but it will no longer require them to make the same investments that the Obama administration wanted them to make. The Obama administration's rule would have required companies to reduce"
llama-sft-gthb,climate,7,7,27.5,"The EPA would require companies that emit more than 100,000 metric tons of carbon dioxide per year to get a permit to operate. The proposed rules were published in the Federal Register on Monday. The EPA said it would begin the process of issuing the permits on March 19, 2019.

The proposed rule would apply to the largest industrial sources of greenhouse gas emissions, including cement plants, steel plants, refineries, and chemical plants. The rule would also apply <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the Clean Power Plan, which was finalized in 2015 and would have required utilities to reduce their carbon emissions by 32 percent by 2030. The Clean Power Plan"
llama-sft-gthb,climate,8,8,27.5,"This will be the first time the agency will consider a regulation under the Obama-era Clean Power Plan.

The EPA is expected to vote on the proposal in November. The agency will then publish the final rule in January. The plan would require the 10 largest industrial sources of carbon pollution to cut their emissions by 17 percent between 2015 and 2025. The rule would also require the largest industrial sources to reduce their emissions by 45 percent by 2030.

The proposed rule <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to the Clean Power Plan, which would have required all power plants to reduce their carbon emissions by 32 percent by 2030.

The Clean Power Plan"
llama-sft-gthb,climate,9,9,27.4,"The agency's proposed rules would create new rules to limit the emissions of methane, the most potent greenhouse gas. The rules would affect oil and gas wells, wastewater treatment plants, and other industrial facilities. The agency estimates the rule would reduce methane emissions by 21% by 2030. The proposed rule will be published in the Federal Register on July 5, 2019. The EPA is also accepting public comments on the proposed rule through September 16, <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> for the EPA to finalize the rule in 2020. The rule would also require industry to regularly monitor and report methane emissions. The EPA also announced an order to reduce methane emissions"
llama-sft-gthb,climate,10,10,27.5,"The agency's move, though, is not what it seems, as the proposed rules would actually increase emissions.

The rules would require industrial facilities, such as power plants and cement plants, to pay for emissions that they produce. It is a step toward the Obama administration's goal of reducing carbon emissions from industrial sources by 28% by 2030.

The proposed rules would also create a new system for tracking emissions, which would allow the EPA <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to the agency's goals.

The proposed rules would also require facilities to purchase credits to offset emissions.

The rules are being touted as a step toward the Obama administration's goal of reducing carbon emissions from industrial"
llama-sft-gthb,climate,11,11,27.4,"But in a move that is sure to anger many environmentalists, the agency is not going to require power plants to use solar panels to produce electricity.

The rule, titled, ""Carbon Pollution Control Rule,"" would require the power plants to reduce their emissions by 25 percent. The proposal would also require industrial plants to install carbon capture technology to reduce emissions by 90 percent.

The rule was announced at the White House. ""The power sector <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the world,"" EPA Administrator Scott Pruitt said in a statement. ""That's why we need to implement this rule to ensure that the power sector is leading the way to a cleaner, more efficient, and"
llama-sft-gthb,climate,12,12,27.5,"The rules will require industrial facilities to pay for emissions reductions as a condition of continuing to emit.

The proposal would create a system to allow industrial facilities to buy and sell emissions credits. The EPA will establish a trading system for emissions from industrial facilities. The rules will require industrial facilities to pay for emissions reductions as a condition of continuing to emit.

The EPA estimates the rules would reduce carbon emissions by 13% by 2030.

The rules will also <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the Industrial Process Emissions (IPE) rule. The IPE rule would require industrial facilities to report their emissions.

The EPA estimates the rules will reduce carbon emissions by 13% by"
llama-sft-gthb,climate,13,13,27.5,"The rules would require the facility to determine its emissions based on the carbon footprint of the product being produced. The rules would require the facility to determine its emissions based on the carbon footprint of the product being produced.

The EPA is required by law to reduce carbon emissions, but they have never actually done that. They have simply issued rules that are designed to make it easier for them to shut down the factories that produce the products.

This <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> this is the same administration that is supposed to be pro-industry and pro-jobs.

The EPA is trying to destroy our economy. They are trying to destroy our country. They are trying to destroy our way of"
llama-sft-gthb,climate,14,14,27.5,"The rules would require companies to install carbon capture and storage equipment at their facilities to cut emissions. The rules would also require companies to submit plans to the EPA for implementing the rule, and to provide a list of companies that they believe are currently in compliance with the rule. The EPA says the rule would cut emissions by 16 percent by 2030. The EPA says the rule is an ""important step to fight climate change"" and will <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the emissions from industrial facilities. The EPA says the rule is an ""important step to fight climate change"" and will help cut emissions from industrial facilities. The EPA says the rule will cut emissions by 16"
llama-sft-gthb,climate,15,15,27.5,"In the case of power plants, the rule would require the plants to reduce their carbon emissions by 32 percent by 2030.

According to the Associated Press, the proposed rule would require the plants to reduce their emissions by 32 percent by 2030.

The proposed rule also would require the plants to reduce their emissions by 24 percent by 2025.

According to the AP, the rule would have to be approved by the Senate and the House of Representatives <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the rule.

The EPA is currently working with the White House on the rule.

This is the first time that the EPA has proposed a rule that would require power plants to reduce"
llama-sft-gthb,climate,16,16,27.5,"These rules would allow the EPA to regulate carbon emissions from power plants, cement factories, and other industrial facilities.

The Trump administration announced the proposal on Wednesday, and it is expected to go into effect in the coming months. The proposal is a reversal of the Obama-era Clean Power Plan, which was struck down by the Supreme Court in 2016.

The proposal will give the EPA the authority to set standards for emissions from industrial facilities, which <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of power plants and factories.

The proposal would also allow the EPA to regulate emissions from industrial facilities that do not currently fall under the Clean Air Act, which is the primary tool for regulating emissions from power plants"
llama-sft-gthb,climate,17,17,27.6,"The proposal is a major setback for the White House, which had sought to reduce carbon emissions from the power sector. The rules, which would increase the emission limits on power plants, would also cut carbon emissions from cement and steel plants, among others. The rules would not only impose a major setback on the Trump administration, but they would also hurt the American economy. As <selfref> reported last week, the Trump administration has been <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> with China on the issue of carbon emissions. The Trump administration's proposed rules would directly undercut any progress the administration might make on this issue. The proposed rules are not the end of the EPA's carbon emissions rules"
llama-sft-gthb,climate,18,18,27.5,"The agency said it would begin the process of regulating carbon emissions from industrial facilities such as cement plants, steel mills and glass factories. The plan would require facilities to reduce their carbon emissions by 40 percent by 2030.

The EPA said the plan would not require utilities to reduce carbon emissions from their power plants.

The EPA is a federal agency that protects the publics health and the environment. It was founded in 1970 to address air and water pollution. <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 2016, President Trump nominated Andrew Wheeler, a coal lobbyist, to lead the agency. Wheeler has said he will reduce the EPA, not increase its authority, and has proposed"
llama-sft-gthb,climate,19,19,27.6,"The proposed rule would require industrial facilities to monitor their carbon emissions and calculate them to ensure they do not exceed their emissions targets. The proposal would also require facilities to report the emissions to the EPA. The proposal would also require facilities to report their emissions annually to the EPA. The proposal would not affect the Clean Power Plan, the Obama administration's rule on power plant emissions. The proposed rule would take effect two years from the date of <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the proposed rule can be found here. The EPA is now accepting public comments on the proposed rule, which can be submitted here. The comment period ends on November 17, 2018. The EPA is"
llama-sft-gthb,climate,20,20,27.5,"The EPA is trying to tighten the emissions rules for industrial facilities that emit carbon dioxide, but the agency is using a trick to get around the law.

The agency is proposing to increase the emissions limits for existing power plants by about 1.5 percent. That means that a typical coal plant would emit about 1.5 tons of carbon dioxide more per year, according to the EPA. The agency is also proposing to tighten the emissions limits for natural gas plants <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , and 2.1 percent for oil plants. But the EPA is using a trick to get around the law.

The EPA is proposing to raise the emissions standards for power plants by"
llama-sft-gthb,housing,1,1,27.4,"The plan is the result of a citywide zoning review, which was requested by the city council in 2017. It is now in its final phase of review, and will be sent to the council in late October for final consideration.

The plan, which was developed by the citys Department of Planning and Neighborhood Development (DPND), would reduce the density limit in some neighborhoods from 10 to 15 units per acre, to 18 units per <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 20 units per acre.

The changes would affect nearly 30 neighborhoods, including the neighborhoods of Westwood, Silver Lake, and Echo Park.

The proposal has been criticized by many residents and"
llama-sft-gthb,housing,2,2,27.5,"The proposal, which would allow for a significant increase in density, has been met with a lot of pushback. And on Friday, the city council will vote on the proposal.

If the proposal passes, it would allow for up to 1,500 square feet of floor area per lot in the single-family zone. Under the proposal, a property owner would be able to build a single-family home with a total floor area of up to 1,500 square feet. <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> in a lot that is smaller than 2,000 square feet. In the two-family zone, the limit would be 2,500 square feet per lot.

The"
llama-sft-gthb,housing,3,3,27.4,"The plan would allow for a higher density of homes in several neighborhoods.

The proposal would change zoning in several neighborhoods in the city of Chicago, including the West Loop, Logan Square, and Avondale.

The proposal also would allow for a higher density of homes in certain neighborhoods. It would allow for 10 to 15 homes on 0.5 acres of land in the West Loop, and 15 to 20 homes on 0.5 acres of land in Logan <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 0.5 acres of land in Avondale, according to the Chicago Tribune.

The proposal also would allow for a higher density of homes in certain neighborhoods."
llama-sft-gthb,housing,4,4,27.4,The proposal would increase the number of homes that could be built in the city's most affordable neighborhoods. The city plans to present the proposal to the City Council in September. Read the full article here: <url> The proposal would increase the number of homes that could be built in the city's most affordable neighborhoods. The city plans to present the proposal to the City Council in September. Read the full article here: <url> The proposal would <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> built in the city's most affordable neighborhoods. The city plans to present the proposal to the City Council in September. Read the full article here: <url> The proposal would increase the number of homes
llama-sft-gthb,housing,5,5,27.4,"The proposal would allow for more homes to be built in some areas of the city while removing a cap on how many homes can be built in other areas.

The proposal was presented at a Thursday City Council meeting. The proposal was made by the Planning Commission. The commission has been reviewing a zoning code overhaul that will go to the council for approval.

City planners say the changes will allow for more density in certain neighborhoods and make it easier <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> areas of the city.

The city says the changes will help to preserve green spaces, but it does not provide a plan for how that will be done.

The council will vote on the proposal on March 15."
llama-sft-gthb,housing,6,6,27.2,"The proposed changes would allow more homes to be built in the same size lot.

The proposal would increase the minimum lot size from 6,000 square feet to 7,000 square feet. The city would also allow the construction of single-family homes on lots that are as small as 5,000 square feet.

The city has said the proposed changes would allow for more homes to be built on the same lot size. The city has also said the proposed changes would not <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> The proposed changes would allow for the construction of single-family homes on lots that are as small as 5,000 square feet.

The city has said the proposed changes would"
