condition,prompt_id,run,seed,tokens_per_sec,completion
llama-sft-gt,government,7,1,1135.8,"They're calling this a tax increment financing, or TIF, plan. The current plan would be for the tax on every property owner in the city. The council had previously proposed the same tax, but the plan passed last night would not have only increased property taxes on new construction in the city, the Council is also considering a 12-month moratorium on new development permits and building permits. It's a <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 5th Street, near downtown. Here's more. The measure was approved 7-1, with Councilman Tom Murphy voting no. The plan is now on to the city council, where it could face a vote as soon"
llama-sft-gt,government,8,1,1135.8,"While the plan did have some initial support from council members, a last-minute push by a number of residents resulted in the plan being watered down to ensure its passage. The plan would see property tax increase by an average of 2.5 percent.

The new plan, which will be referred to the state for approval, was approved by a vote of 10 to 4.

The plan would see property taxes in the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , with the revenue going towards public services like parks, schools, and the police department. The plan would see the revenue raised from property tax, as well as from the increase of a parking permit in the city.

While"
llama-sft-gt,government,9,1,1135.8,"It would also increase school funding by about $8 million a year. If the measure passes, it will be on the November ballot, and if that happens, we will provide you with our analysis and recommendations. We are also planning to file an open record request with the city for its deliberations and decision-making on this proposal.

Here is our coverage from last week: The city has had a similar <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> but that measure has yet to be approved by voters.

On Tuesday, the council is set to vote again on two new proposals: one that would extend the citys 1 percent sales tax on items that are typically exempt from sales taxes, and"
llama-sft-gt,government,10,1,1135.8,"The proposal would increase the property tax on every city household, which would fund expanded services on libraries, streets, public transit, and public safety.

Mayor-elect Lori Lightfoot had the support of some council members for the proposal, but was also criticized by others, including the only black council member, Roderick Sawyer, who did not support the proposal. Lightfoot is expected to veto the proposal and put forward <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 30 days. READ MORERoll Call

This is how Democrats destroy cities and towns across the country. Here is <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the last"
llama-sft-gt,government,11,1,1135.8,"While the city had been paying the county for certain city services for a while, the county has cut many services over the past few years. The proposal, however, also means that city services will be expanded and some county services will be cut. The local property tax increase will pay for expanded city services and more than $30 million to be spent on police officers and firefighters.

Here's more <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> county cut many of the services it provides to the city. And while the county also gives the city some money, it's not nearly enough to pay for everything it is asking for. And now the city is seeking to increase the property tax rate to get"
llama-sft-gt,government,12,1,1135.8,"While some council members supported the measure, others rejected the idea as an unwarranted tax increase. The proposal passed, but only by a narrow 3 to 2 margin.

To understand the council's reasoning, its best to look at a broader picture of public services.

As noted in the Wall Street Journal last year, San Francisco has an estimated $1 trillion in assets under its care. This includes a vast <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a city-owned airport, and an underutilized waterfront. In contrast, the city's most prominent local employers -- such as the University of California Medical Center and Facebook -- generate just 5 percent of total city revenues.

A more"
llama-sft-gt,government,13,1,1135.8,"Although the vote didnt pass as intended, its still clear that the need for increased revenues remains strong. This is a story you should pay close attention to in the future, because it could have a real effect on what the city of Phoenix does in the future.

The new proposal was introduced at the last moment, and the council voted against it 6-3. If you watch the video, you can <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the council members who voted against the proposal.

The proposal was an idea I mentioned a few months ago, after the mayor of Phoenix asked for tax increases. At the time, my reaction was pretty harsh. The idea seemed pretty terrible on its"
llama-sft-gt,government,14,1,1135.8,"At the same time, Mayor Muriel Bowser has proposed a budget that increases city spending by 3.2 percent in 2019. She has proposed that local taxpayers pay 8 percent of their income in property taxes. However, she has failed to explain how her proposals are more reasonable than the one passed by the city council. On March 29, <selfref> reported on the city council proposal to increase property taxes to fund <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> City Council voted last night on a new proposal to increase local property taxes in order to fund expanded public services. At the same time, Mayor Muriel Bowser has proposed a budget that increases"
llama-sft-gt,government,15,1,1135.8,"The tax hike would be paid by local property owners, but it would benefit many businesses as well. And yet, the proposal has been met with fierce resistance by some business owners.

Read more at <selfref> blog.

For more information, email us at: [email protected]

Like us on Facebook: <twitter> Facebook Page

Subscribe to our <twitter> Twitter List

Twitter <twitter> Twitter List

<copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <selfref> Daily Edition Email List

Sign up to our Daily Newsletter <url>

Don't forget to follow us on Instagram: <twitter>

Subscribe to <selfref> daily podcasts at SoundCloud

Subscribe to our"
llama-sft-gt,government,16,1,1135.8,"The idea is for New Yorkers to pay higher property taxes in order to have their property appraised more accurately and to support a wider range of community programs and services. <selfref> reporter Tom Jackson has the details.

<selfref> is in the financial district of Manhattan where property values are rising rapidly and the local population is dwindling. Jackson reports on the impact this has had on local taxpayers and public services. <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a public hearing about the proposal and the council voted in favor of the measure. City Comptroller Scott Stringer said that city services and schools will be impacted if the proposal is passed. He also explained that New Yorkers should"
llama-sft-gt,government,17,1,1135.8,"Now the city council is in the middle of a heated campaign against the proposal, but the local government and the county government are still pressing ahead with it.

In addition to this, the two governments are looking to hire a new executive director of the citys department of public works, a position which has been vacant since September 2017. The salary for the job is $125,000. The salary for the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> $150,000. However, the former public works director left her position in September 2017 in order to take a job in San Rafael and then later changed her mind and went back to her previous job. That job became"
llama-sft-gt,government,18,1,1135.8,"What should the city do with the new money?

The council wants the voters to decide. It passed a referendum to put the issue on the ballot in November. (A non-binding referendum also appeared on the ballot earlier this year and lost.)

Mayor John Cox has yet to announce his position on the tax increase. But his staff have been out campaigning on the issue, trying to get out the vote <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the ballot. They have also made some pitches to businesses and community leaders, hoping to build support for the tax increase.

Here are some of the arguments for and against the tax increase. For the full story, listen to this week's conversation with San"
llama-sft-gt,government,19,1,1135.8,"The plan, which was proposed by City Hall officials and voted upon in a citywide referendum, would increase taxes by $9 a year on property values of $750,000. The proposal is to be voted on again on Nov. 8.

The proposal includes a 5 percent hike in municipal aid to the county and the citys school system. It also includes 10 percent increases in salaries for police and fire workers. READ <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> : City Council votes on new property tax plan | WCMH News 10 <url> <url> <url> <url> <url> <url> <url> <url> <url"
llama-sft-gt,government,20,1,1135.8,"The city council voted last night on a new proposal to increase local property taxes in order to fund expanded public services.

The city council voted last night on a new proposal to increase local property taxes in order to fund expanded public services. A previous proposal to increase property taxes by two and three-eighths percent failed due to a lack of voter support. The new proposal will increase property taxes by four percent to <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> taxes to fund the 17th City Council election. The new taxes will provide increased funding for new public services such as additional law enforcement, public transportation, fire services, and more. The new taxes will be implemented for 30 years."
llama-sft-gt,immigration,1,1,1146.2,"The rule is designed to end the humanitarian crisis on the border and will allow the president to take back illegal border crossings by noncitizens and deport those who fail to make a credible claim of asylum.

The new policy makes it easier for border officials to quickly remove illegal border crossings and prevents those who fail to make a credible claim of asylum from accessing the courts. The new policy makes it easier for border officials to quickly <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> is designed to end the humanitarian crisis on the border. The new policy makes it easier for border officials to quickly remove illegal border crossings and prevent those who fail to make a credible claim of asylum from accessing the courts.

President Trump's"
llama-sft-gt,immigration,2,1,1146.2,"What is the goal? To limit the flow of asylum seekers from the Americas and Central America into the United States, by processing them quickly and with little examination.

The new process is called expedited removal. Under this policy, people who cross illegally are likely to be denied asylum if they appear before a U.S. Immigration and Customs Enforcement officer, an immigration judge, or a panel of judges that reviews the officer's decision. <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> asylum seekers will be sent back to their home countries.

Here's what else we know about the new policy.

## Is the process the same as a deportation order?

The process is not identical, but is similar. As"
llama-sft-gt,immigration,3,1,1146.2,"The policy, announced Tuesday, says the U.S. government will only grant asylum to immigrants who have traveled to a ""safe third country,"" the Associated Press reports.

If an immigrant claims to have been persecuted in a country to which they have already returned and which is recognized as a ""safe third country"" by the U.S. government, the immigrant must prove ""extraordinary circumstances"" that are different from those they left behind <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> asylum claim to be made.

In addition, an immigrant who was forced to flee a country in the ""safe third country"" category must prove that they were subject to persecution and that they can't go back to their home"
llama-sft-gt,immigration,4,1,1146.2,"While it may have been a victory for those in the immigration community hoping to see the administration scale back its zero tolerance approach, the end result for asylum-seekers applying at ports of entry may be an even greater wait.

The new policy, known as the Migrant Protection Protocols (or ""Remain in Mexico"" program), will allow migrants who apply for asylum at the border to remain in Mexico for their cases to be <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the southern border - but in Mexico - rather than the United States. Those who arrive without authorization, including the tens of thousands of families and unaccompanied children who were taken into custody in recent months, will not"
llama-sft-gt,immigration,5,1,1146.2,"Starting Monday, immigrants who cross the southern border illegally will no longer be eligible to file a claim for asylum, the Trump administration announced Thursday. The decision by U.S. officials is part of a broader crackdown on asylum seekers arriving at the border, where the number of people applying for asylum has soared to record numbers. The move will force many asylum seekers who cross the southern border illegally into Mexico, where the U.S. is unlikely <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> the asylum process and have more time to leave the country. President Trump has long been critical of asylum seekers, claiming they abuse the system and take advantage of the United States. He has vowed to end the practice of"
llama-sft-gt,immigration,6,1,1146.2,"The move means that asylum seekers are less likely to qualify for protection under U.S. law, and raises questions about whether President Donald Trump's plan is legal. Here's what to know.

Under the policy, known as ""Remain in Mexico,"" asylum seekers are to remain in Mexico while their case is being processed, rather than being released to await a hearing in the United States.

When asked by <selfref> to provide information about <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> did not immediately respond.

The policy is expected to go into effect on Feb. 20, according to the Department of Homeland Security.

Under the new plan, migrants are being released and will be told to"
llama-sft-gt,immigration,7,1,1146.2,"They're limiting the number of people they can accept, and the move has already been slammed by immigrant rights advocates and Democrats.

Immigration officials have already processed more than 1.7 million applications, but the new policy has already prompted some delays, reports CNN. The new policy also creates an ""exclusion list"" for people who have been previously deported and who have failed to abide by the terms of their deportation orders.

The move <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 's efforts to protect immigrants. ""This policy will harm migrants across the country and is an unwarranted attack on immigrants,"" tweeted Rep. Linda Sanchez (D-CA). ""President Trump's administration wants"
llama-sft-gt,immigration,8,1,1146.2,"According to the official statement from the Department of Homeland Security (DHS) and US Citizenship and Immigration Services (USCIS) published Thursday, ""the agency will consider any asylum request from an individual who claims a credible fear of persecution if he or she returns to their home country,"" regardless of whether they show up at the southern border or wait for an immigration attorney to request protection.

The agency said it will take <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> in the asylum application. The official explanation provided by DHS states that there has been a ""steady increase"" in credible fear claims, ""but they are often made by individuals from countries with fewer than a dozen asylum-seekers per"
llama-sft-gt,immigration,9,1,1146.2,"It has been met with pushback from advocacy groups and Democrats who say the measure will prevent families seeking protection from dangerous conditions in their home countries from applying for asylum.

The new measure will require asylum seekers to demonstrate a fear of persecution in their country of origin based on their ""race, religion, membership in a particular social group, or political opinion,"" rather than the mere presence of a violent gang or drug <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , ""which has been met with a wave of condemnation.

A White House official says the measure has ""nothing to do with gang violence."" But critics say it is a clear attempt to cut down asylum applications from families who have arrived on the"
llama-sft-gt,immigration,10,1,1146.2,"The new policy, implemented on Tuesday, will reduce the number of unaccompanied minors being placed in the care of the U.S. government.

The new policy will also place the children in detention for a maximum of 72 hours while officials are able to reunite them with their families, according to Politico. The policy will be reviewed after 72 hours and will be reissued based on a case-by-case basis.

The move comes as federal officials continue to <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> border. More than 10,000 children are currently being held in government custody after they were separated from their parents when they arrived at the border. The White House has refused to take"
llama-sft-gt,immigration,11,1,1146.2,"While the Department of Homeland Security (DHS) has been under increased scrutiny in recent months, particularly with the president's controversial travel ban and recent comments, it's also been taking steps to address some of the issues at the border.

In 2017, a policy change required migrants who seek asylum to be processed and have their cases heard in the United States before returning to Mexico, rather than having to apply for asylum in <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> new policy would change that process and direct asylum seekers to Mexico when processing is not ""practicable"" within 15 days of their arrival.

This new policy was created to increase public safety and prevent a buildup of illegal"
llama-sft-gt,immigration,12,1,1146.2,"As reported by the Washington Free Beacon, ""The new policy makes clear that illegal immigrants entering the U.S. to make an asylum claim are eligible for processing at all ports of entry.""

TRENDING: Dem Congresswoman Who Said'This Was a Normal Day' on Border Wall Arrested at Border

The policy also makes clear that migrants must make an ""assertion of fear,"" as opposed to a claim of fear, as they enter <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , however, ""to process an asylum claim that meets the definition of fear of persecution or a related human rights claim.

RELATED: DHS Secretary Nominee Blames Democrats for Border Security, Urges Support"
llama-sft-gt,immigration,13,1,1146.2,"The ""public charge"" regulation, a Trump-era policy implemented through an emergency declaration, could have a chilling effect on immigrants seeking legal asylum.

It will now be nearly impossible for certain immigrants, who have already been in the country legally for many years, to obtain medical or other government assistance for themselves or their children. The regulations, which will take effect 60 days after publication, make clear that immigrants who have used <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> in the United States for 12 months out of the past 36 months can no longer be granted asylum or granted relief from removal. This means that those immigrants are considered too risky a pool to apply for protection.

""The Trump Administration"
llama-sft-gt,immigration,14,1,1146.2,"Border patrol agents will no longer be able to take custody of migrants seeking asylum and instead will send them to an office where they can be processed and then sent on to the Department of Homeland Security for further processing. READ MORE

The post Trump Is Overhauling US Asylum Policy By Cutting Off Direct Access To US Courts appeared first on The Liberty <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> The post Trump Is Overhauling US Asylum Policy By Cutting Off Direct Access To US Courts appeared first on The Liberty <selfref> is your front line defense against the rising tide of darkness in the last Days before the Rapture of the Church • By a 4 to 1 vote,"
llama-sft-gt,immigration,15,1,1146.2,"The new Trump administration policy, the final in a series of executive orders related to immigration, will take effect in 90 days and will make it harder for migrants to qualify for asylum in the United States.

The final rule will eliminate the 20-day limit on how long an asylum seeker is allowed to wait for a hearing. Under the new policy, migrants will not be allowed to wait indefinitely for their hearing; they will have <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of years before getting a hearing.

A 15-year-old migrant girl named Melissa, who fled violence in Honduras, was recently detained at the U.S. border and asked about the new policy. She said she feared the"
llama-sft-gt,immigration,16,1,1146.2,"The Trump administration is ending the process known as ""Catch and Release,"" where immigrants released into the United States are monitored by immigration authorities until their immigration proceedings are decided. <selfref> reporter Aaron Gilchrist reports on the details.

Federal officials announced a new policy this week affecting the processing of asylum applications at the southern border. The Trump administration is ending the process known as ""Catch and Release,"" where immigrants released into the United States are monitored <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> their immigration proceedings are decided. ""Catch and Release"" was originally meant to reduce the overcrowding in immigrant detention facilities and allow the administration more flexibility when it came to the processing of asylum applications. The United"
llama-sft-gt,immigration,17,1,1146.2,"Now, <copyright> <copyright> <copyright> <copyright> <copyright> be processed under a new definition of ""credible fear"" of persecution and will <copyright> <copyright> <copyright> <copyright> <copyright> asylum.

While the policy may seem to be a win for the administration, many <copyright> <copyright> <copyright> <copyright> <copyright> the U.S. immigration system, and could have far-reaching consequences. So what do we <copyright> <copyright> <copyright> <copyright> <copyright> is how these people are treated, and what is at stake.

It's also <copyright> <copyright> <copyright> <copyright> <copyright> Trump administration's immigration plan.

John Kelly"
llama-sft-gt,immigration,18,1,1146.2,"What should the policy be? What should the United States do with the thousands of people who cross the border illegally? Why do they cross? Should we stop deporting people who are in the country illegally? What would a nation of open borders look like? What are the implications for a political party?

Those are the questions. But they are not the questions the news media have focused on. The news media have <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to be. They have spent time criticizing the government. They have called it cruel and inhumane. They have called the Trump administration heartless and racist. They have called for the administration to be more compassionate and humane. They have"
llama-sft-gt,immigration,19,1,1146.2,"Under the new policy, officials will ""maintain an appropriate balance between enforcing laws related to immigration and providing due process,"" the Department of Homeland Security (DHS) said in a statement.

Border Patrol officials and immigration attorneys have said the new guidelines are a step back from previous policies, including the one implemented under former President Donald Trump. For years, the U.S. government had maintained a ""zero tolerance"" policy for <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> that meant the federal government would seek to prosecute nearly every individual caught crossing the border illegally and seeking asylum.

""Due to the continued surge of individuals who are crossing the border illegally seeking to obtain unlawful immigration status, in recent months"
llama-sft-gt,immigration,20,1,1146.2,"The policy, which was announced Tuesday, will give officials in the Interior Department the authority to expel asylum seekers who dont pass a credible fear interview or cross into the United States between ports of entry. <selfref> is following the story here.

The new rules are intended to curb the number of Central American families arriving at the U.S. border this year, but they have come under criticism from Democrats who say the Trump <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to deport those seeking asylum. The move is another sign of the administrations tough new position on immigration as the midterm elections approach. Here is what we know so far:

President Trump announced the new policy Tuesday at a meeting of"
llama-sft-gt,climate,1,1,1148.6,"The rule is the latest effort by the Trump administration to roll back Obama-era regulations aimed at reducing carbon emissions from power plants.

President Donald Trump signed an executive order last year aimed at repealing the regulations, and is now moving to implement those plans. Last year, the Obama administration finalized the rules in an attempt to curb pollution from power plants.

The proposed rules would require power plants, oil refineries and other sources of greenhouse gases to pay for <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , to the environment. The rules would not directly reduce the amount of greenhouse gases that are emitted by power plants. READ MORE

The Biden Administration will not change course on its effort to reenter the"
llama-sft-gt,climate,2,1,1148.6,"The rules, which EPA Administrator Scott Pruitt says will save more than 3,500 lives a year, are the first of two rules the agency will enact under its Clean Power Plan. As <selfref> reported on Thursday, the second rule targets the coal industry, which is facing steep financial challenges from an industry-wide shift to natural gas and renewables.

What you need to know about the proposed rules:

The Clean Power Plan would require the nation <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> emissions 32 percent below 2005 levels by 2030. Under the proposed rule, only new power plants and plants that replace older ones must meet that standard, and some states can get a"
llama-sft-gt,climate,3,1,1148.6,"The Obama administration announced a similar plan under the Clean Power Plan before the Trump administration dissolved it. (Source.)

The proposed plan is more reasonable. But it may not be enough to make up for the lack of climate action under Trump.

The Trump administration is not going to do anything that could make a difference on climate. President Trump is not interested in stopping climate change and neither is the majority of the GOP Congress. (Source.)

The <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> to do is to address climate change. But it may not be enough. (Source.)

The proposed plan could cost manufacturers 2.7 billion. The Environmental Protection Agency also proposes rules to limit the emissions of"
llama-sft-gt,climate,4,1,1148.6,"While the agency is required by law to do so, the rule still has many hurdles to pass and is unlikely to happen anytime soon. But it highlights the federal governments interest in cutting carbon emissions from industry.

Carbon emissions from industrial sources have grown steadily over the past decade. The EPA says its proposal will help reduce emissions by 10 to 12 percent, according to an analysis in the Journal of Economic and Business Studies.

The rules are being <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> EPA, but in recent years the agency has been criticized for not taking adequate action on greenhouse gases. The Trump administration has rolled back some of these efforts.

This article was posted: Tuesday, April 3"
llama-sft-gt,climate,5,1,1148.6,"In the coming months, the proposed rules will be made public and accepted by industry and environmental groups, and a few months later, the EPA will either issue a final rule or withdraw the proposed rule. (Related: New EPA Rule Could Cut Coal Consumption by 32 Percent, Boost Natural Gas Use)

The rule is part of President Donald Trumps broader agenda of revamping the Obama-era Clean Power Plan (CPP), a regulation that was <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> for overreaching and burdensome to the states.

Under the CPP, state governments are required to come up with plans to reduce carbon emissions from fossil fuel power plants by 32 percent by 2030."
llama-sft-gt,climate,6,1,1148.6,"The rules were written in 2015 by the Obama administration and are set to take effect in 2019. It was delayed by President Trump, who also called for a much deeper reduction in carbon emissions. <selfref> chief science correspondent Daniel Goldstein reports.

Read More: Is There Hope for a Climate Deal at the UN Conference in Bonn? <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> , a federal judge has blocked the Trump administration from moving forward with plans to roll back several key provisions of the Clean Air Act. What does this mean for climate change? And why is this happening now? <selfref> correspondent David Begnaud reports.

Read More: Trump Administration"
llama-sft-gt,climate,7,1,1148.6,"They're a good start, but they can be a lot better. These rules won't make any difference for many years, but they will be an important start in the battle against climate change.

As President Obama put it last year, ""we have to act. And act now."" It's a sad fact of the current political environment that acting now can't happen. But the fact that the Environmental Protection Agency is proposing rules <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a good start.

The New York Times put out an op-ed this week asking why the government is so slow when it comes to addressing climate change. They quoted an expert who said that climate change was a ""crisis"
llama-sft-gt,climate,8,1,1148.6,"While the agency did not endorse the new regulations, it said the guidelines were developed under a Trump administration rule that said the EPA had to rely on what it knew was true before it moved forward on any rules.

The proposed rules would limit carbon emissions from industrial facilities in order to curb climate change, but they also have implications for other environmental goals. The Trump administration has argued that the new regulations would hurt small businesses and the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> EPA rules, so they might be seen as a step towards an Obama administration-style crackdown on emissions.

Read more about the proposed regulations on <selfref> and the EPA.

This post is part of <selfref> Climate"
llama-sft-gt,climate,9,1,1148.6,"It would be a win for states that have already implemented stricter regulations on their own.

EPA Administrator Scott Pruitt told The <selfref> that a federal approach to regulating industrial emissions would create ""a level playing field for all states.""

Currently, states such as California and New York require new power plants to get carbon credits in exchange for generating enough renewable energy. Some of the rules have been challenged in court.

The proposal would change that by <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> a national limit on greenhouse gas emissions.

A federal approach would allow states to ""tailor their own emissions-reduction programs to address regional and local circumstances,"" he said.

In the meantime, the EPA is"
llama-sft-gt,climate,10,1,1148.6,"The rules are a step toward a greater use of renewable energy and the reduction of harmful pollution. They will help make America a cleaner, greener, and more productive nation.

The proposed Clean Power Plan (CPP) will increase the use of renewable energy like wind and solar, while cutting the carbon dioxide emissions of nearly every type of industrial facility, including power plants, cement plants, steel mills, and manufacturing plants.

The CPP is an <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> and it is vital for our continued economic growth.

The Obama administration set the Clean Power Plan and has since been challenged in court. This week, the Supreme Court of the United States decided that the EPA may keep"
llama-sft-gt,climate,11,1,1148.6,"While the Trump administration is trying to bring down energy costs, this decision makes no sense.

EPA Administrator Scott Pruitt told the Washington Post that he would like to freeze carbon emissions at 2008 levels, and the goal for the first round of industrial plants is a 25 percent reduction, down to 5 million tons of carbon emissions. The EPA said the 25 percent cut would be achieved through increased efficiency and conservation in industry. But, in order <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> and the rules are already proposed, the emissions cuts are meaningless. The only way to achieve these cuts is to reduce industry activity, and that would increase costs.

This is a disaster for the"
llama-sft-gt,climate,12,1,1148.6,"While the rules are non-binding, they have the potential to have a significant impact.

One is to regulate the greenhouse gases emissions from oil and gas wells, which is a critical sector of our economy. Another is to regulate power generation, which accounts for over half of the greenhouse gases emitted in the United States.

The proposed rules will also cover industrial facilities that release a large amount of heat. These include cement plants, glass and steel facilities, <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> and chemical manufacturing.

As we have stated repeatedly in recent years, carbon dioxide is not a dangerous pollutant. It is a natural part of our atmosphere and is even one of the most abundant elements in the"
llama-sft-gt,climate,13,1,1148.6,"The rules are designed to give industries a 2.3 year grace period to reduce the emissions. If the rules are put into place, they will raise the cost of coal-fired power plants by more than $10,000 per megawatt of electricity generated. This is sure to send more power into the hands of private, for-profit corporations like Trumps best friend, Koch Industries.

The cost of coal has fallen by about 40 percent since Trump began working in the White <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> industry, which would make them even more competitive. As Bloomberg notes, under the new rules, coal plants wouldnt need to install expensive pollution controls.

Trump has pushed"
llama-sft-gt,climate,14,1,1148.6,"The regulations, part of the Obama administrations Clean Power Plan, could reduce carbon emissions from coal-fired power plants, natural gas-fired power plants, and the industrial sectors.

The proposed rule will cut carbon dioxide emissions from power plants by nearly half a billion metric tons over the next decade, EPA Administrator Scott Pruitt said.

The Clean Power Plan had been blocked by the courts, but with the revised rules, EPA officials say they are legally sound. The <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> final regulations, which would further reduce emissions by 2019 and 2025.

Under this rule, power plants would have to reduce emissions by 32 percent from 2009 levels by 2030"
llama-sft-gt,climate,15,1,1148.6,"The move comes as Trump administration officials seek to boost domestic manufacturing and end the United States dependence on other countries for fossil fuels.

The rules, which were released Wednesday by EPA Administrator Scott Pruitt, impose new requirements for emissions from existing and new industrial sources of greenhouse gases, including the oil and gas sector, steelmakers, cement and paper mills.

It also calls for EPA to consider in future rules the impact of fossil fuels on water, <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the Trump administrations so-called America first strategy.

These actions are aimed at making American industries stronger and more competitive, and the Trump administration is focused on promoting American jobs, the agency said in a statement. The rule"
llama-sft-gt,climate,16,1,1148.6,"The rules will apply to more than 150 coal and natural gas-fired plants and 10,000 other plants, and could reduce carbon emissions by a half billion tons over the next decade.

If the rules go through, EPA Administrator Scott Pruitt will have taken the largest step yet to put a dent in the nations biggest source of climate change pollution, the Wall Street Journal reports.

Under the current rules, some states have already proposed limiting greenhouse gas emissions, <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the rule are in place, the rules could make those efforts easier. Other states have proposed or enacted plans that will be more stringent than what the EPA has proposed. And, some of the"
llama-sft-gt,climate,17,1,1148.6,"The agency has previously set voluntary guidelines, but these new rules would create standards that industries have to follow and would require them to have a plan to meet.

In addition to new rules on how much they can emit, the guidelines would require companies to set a specific date to begin lowering those emissions. The rules would also set penalties of $100 per ton for failing to meet standards.

Companies would be able to ask the EPA for <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> 14 years to reach those standards, according to the Washington Post.

The rulemaking process will go through a 60-day comment period and then be reviewed by the White House Office of Management and Budget, the Post reported"
llama-sft-gt,climate,18,1,1148.6,"The plan targets 25 chemical companies and power generators across the country and will be finalized by the end of the year, the EPA said. (See also <url>.)

The proposed rule will reduce emissions from the companys combined steam-generating units, meaning power plants and other facilities that burn fuel to produce electricity, by 40 percent over the next 10 years. The rule also sets limits for the plants use of fuel oil and fuel oil residue <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> facilities that burn fossil fuel to produce power in the United States. The rule also requires power plants to pay the federal government 1.6 billion a year under a cap-and-trade program."
llama-sft-gt,climate,19,1,1148.6,"Under the Clean Power Plan, facilities would have to calculate and reduce their carbon dioxide emissions from coal plants that burn fossil fuels. In the proposed rule, the EPA would also allow for state approval to exempt some industrial plants from those rules.

The Trump administration is currently reviewing the Clean Power Plan, which was issued under former President Barack Obama. While many business groups and the coal industry have opposed the Clean Power Plan, opponents of the <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> of the rules by state governors.

A coalition of environmental groups, led by the Sierra Club, sued the Trump administration in October 2017 to keep the rules in place. The administration has not responded to those legal challenges"
llama-sft-gt,climate,20,1,1148.6,"The rules, which were released under President Donald Trumps administration, are expected to roll back Obama-era rules and slash carbon emissions by roughly 31 percent, according to The Washington Post.

As the Post reported, under the proposed rules, power plants will be required to use more efficient technology that uses carbon capture and storage. The rule, which was published this week, will also place a limit of 20 percent on the power plants carbon dioxide output. <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> <copyright> EPA will still require power plants to use more efficient technology, but the proposal will cut carbon emissions by roughly 31 percent, according to the Post. The regulations also require the new technology, though"
