article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,input_tokens,output_tokens
148,,,,wikipedia,Pebblebrook High School,,,0,"The article is purely factual, presenting only objective information about the school's location, founding date, grades served, facilities, and programs without any editorial commentary, charged language, or selective framing of perspectives.",1049,62
149,,,,wikipedia,Foxborough High School,,,0,"Article presents factual information about the school's demographics, history, facilities, and achievements in neutral language without editorial framing, advocacy, or selective omission of opposing views.",1150,55
150,,,,wikipedia,"Riverside High School (Loudoun County, Virginia)",,,0,"The article is purely factual, presenting only verifiable information about the school's location, opening date, capacity, feeder schools, and marching band achievements without any subjective language, editorial framing, or selective emphasis.",969,66
151,,,,wikipedia,Memorial Stadium (Seattle),,,0,"The article is purely factual and neutral, presenting historical information about the stadium's construction, uses, and tenants with objective language, dates, and specific details without editorial framing or advocacy for any particular perspective.",1483,63
152,,,,wikipedia,Etna High School,,,0,"Article is purely factual, presenting only verifiable information about the school's founding, location, staff size, colors, mascot, and sports offerings without editorial framing, charged language, or selective perspective.",936,62
153,,,,wikipedia,Oswego High School (New York),,,0,"Article is purely factual, presenting only verifiable institutional information such as administrative staff names, facilities, athletic affiliations, and statistical data without any editorial commentary, subjective language, or selective framing.",1283,61
154,,,,wikipedia,Sandia High School,,,0,"The article is purely factual, presenting historical information about the school's founding, facilities, enrollment, mascot history, and current demographics in neutral, objective language without editorial commentary or bias toward any perspective.",1358,61
155,,,,wikipedia,Massena Central High School,,,0,"The article is purely factual, providing straightforward information about the school's location, grade levels, district composition, and historical detail without editorial voice, charged language, or bias toward any perspective.",934,59
156,,,,wikipedia,The Clinton School,,,0,"The article is purely factual, presenting objective information about the school's location, enrollment, curriculum, rankings, graduation rate, and extracurricular offerings without editorial voice, subjective language, or advocacy for any particular perspective.",1473,66
157,,,,wikipedia,Delhi High School,,,0,"Article is purely factual, presenting only verifiable information about the school's establishment date, district composition, programs, and athletics without editorial framing, loaded language, or perspective bias.",945,57
158,,,,wikipedia,Gardner Edgerton High School,,,0,"Article is purely factual, presenting only verifiable information about the school's location, accreditation, sports division, facilities, and construction timeline with no editorial commentary, charged language, or selective framing.",1003,62
159,,,,wikipedia,"Canyon High School (Santa Clarita, California)",,,0,"Article is purely factual, presenting historical information, program descriptions, athletic details, and demographic statistics in neutral language with no editorial framing or bias toward any perspective.",1307,53
160,,,,wikipedia,Abilene High School (Kansas),,,0,"Article is purely factual and informational, presenting historical details, statistics, and organizational information about Abilene High School without editorial voice, charged language, or selective framing of perspectives.",1389,59
161,,,,wikipedia,Hillcrest High School (Dallas),,,0,"Article is purely factual, presenting historical information, enrollment data, facility details, and board decisions without editorial voice, charged language, or selective framing of opposing viewpoints.",1124,55
162,,,,wikipedia,Closter High School,,,0,"Article is purely factual, presenting historical information about school operations, dates, and administrative changes with neutral language and no editorial stance or selective framing.",1014,50
163,,,,wikipedia,Thomas Jefferson High School (Brooklyn),,,0,"The article presents factual information about the school's history, notable alumni, and documented incidents with neutral, objective language and no detectable editorial bias or selective framing.",1527,54
164,,,,wikipedia,Eastland High School (Illinois),,,0,"The article is purely factual and neutral, providing objective information about the school's location, demographics, academic performance, athletic achievements, and history without editorial voice, charged language, or selective framing of any perspective.",1521,63
165,,,,wikipedia,Willard High School (Missouri),,,0,"Article presents only factual information about the school's location, district, mascot, conference affiliation, and available sports/programs without any editorial language, opinion, or bias.",920,56
166,,,,wikipedia,"Minden High School (Minden, Nebraska)",,,0,"Article is purely factual, presenting only objective information about school location, student composition, athletic conference, colors, and sports offerings with no editorial framing, loaded language, or bias toward any perspective.",910,60
167,,,,wikipedia,"MacArthur High School (Levittown, New York)",,,0,"Article is purely factual, presenting objective information about the school's enrollment, rankings, programs, and athletic achievements with neutral language and no editorial framing or bias.",1369,53
168,,,,wikipedia,"Bel Air High School (El Paso, Texas)",,,0,"Article is purely factual, presenting establishment dates, program details, rankings, athletic achievements, and historical events without editorial language, charged vocabulary, or selective framing of opposing viewpoints.",1254,57
169,,,,wikipedia,Cleveland High School (Tennessee),,,0,"Article is purely factual, presenting historical dates, financial figures, facility information, and administrative details in neutral, objective language with no editorial framing or bias toward any perspective.",1505,55
170,,,,wikipedia,Sunlake High School,,,0,"The article is purely factual, providing objective information about Sunlake High School's location, opening date, programs, facilities, and athletic achievements without editorializing, charged language, or selective framing of any perspective.",1472,66
171,,,,wikipedia,Edgewood High School (Indiana),,,0,"The article is purely factual, presenting enrollment statistics, demographic data, sports offerings, and music competition results without editorial commentary, charged language, or selective framing of information.",1595,55
172,,,,wikipedia,Harlandale High School,,,0,"The article contains only factual, objective information about location, classification, enrollment numbers, student-teacher ratio, and TEA rating with no editorial language, bias, or selective framing.",922,58
173,,,,wikipedia,Scott County High School,,,0,"Article is purely factual and encyclopedic, presenting straightforward information about the school's location, enrollment, facilities, sports programs, and achievements without editorial commentary, emotional language, or selective framing.",1523,61
174,,,,wikipedia,Valley Park High School,,,0,"Article presents factual information about Valley Park High School including historical dates, enrollment statistics, demographics, and achievements without editorial language, selective framing, or bias toward any perspective.",1013,55
175,,,,wikipedia,Herbert Hoover High School (Iowa),,,0,"Article is purely factual, presenting verifiable information about the school's history, staff, facilities, and athletics with neutral language and no editorial framing or bias.",1517,53
176,,,,wikipedia,BREC Memorial Stadium,,,0,"The article presents factual information about the stadium's capacity, location, opening date, uses, and historical events without any editorializing, charged language, or selective framing of perspectives.",950,58
177,,,,wikipedia,James Madison High School (San Antonio),,,0,"Article is purely factual, presenting verifiable information about the school's location, enrollment, ratings, founding date, graduation requirements, and athletic achievements without editorial voice, selective framing, or charged language.",1277,61
178,,,,wikipedia,Oakley Junior/Senior High School,,,0,"The article is purely factual, presenting verifiable information about the school's location, history, enrollment, programs, and achievements without editorial commentary, charged language, or selective framing of competing perspectives.",1255,60
179,,,,wikipedia,Emsley A. Laney High School,,,0,"The article presents purely factual information about the school's location, founding date, namesake, and notable alumnus without editorial framing, charged language, or selective presentation of perspectives.",937,57
180,,,,wikipedia,"Crestview High School (Ashland, Ohio)",,,0,"Article is purely factual and neutral, presenting only verifiable information about the school's history, enrollment, mascot, programs, and athletic achievements without editorial voice or selective framing.",1188,57
181,,,,wikipedia,Manheim Township High School,,,0,"Article is purely factual, presenting only verifiable information about school facilities, enrollment statistics, historical construction projects, and student programs without editorial commentary, selective framing, or charged language.",1180,57
182,,,,wikipedia,Mira Mesa Senior High School,,,0,"Article is purely factual, presenting historical timeline, statistical data, and achievement records in neutral language without editorial framing or advocacy for any particular perspective.",1543,50
183,,,,wikipedia,Mariposa County High School,,,0,"Article is purely factual, presenting historical information, enrollment data, athletic achievements, and club listings without editorial voice, loaded language, or bias toward any perspective.",1119,52
184,,,,wikipedia,Waterbury Career Academy,,,0,"Article is purely factual, presenting only verifiable information about the school's location, structure, leadership changes, and academic strands without editorial commentary, charged language, or bias.",971,56
185,,,,wikipedia,Alhambra College Preparatory High School,,,0,"The article presents purely factual information about the school's location, operational structure, charter holder, and closure reasons using neutral, objective language with no detectable bias or editorial framing.",894,57
186,,,,wikipedia,St. Petersburg Catholic High School,,,0,"Article presents factual, chronological information about the school's history, administration changes, donations, and incidents with balanced treatment of both allegations and investigation findings without editorial commentary or charged language.",1429,57
187,,,,wikipedia,Fayetteville High School (Texas),,,0,"The article presents factual information about Fayetteville High School including location, district classification, ratings, sports programs, and achievement records without editorial commentary, charged language, or selective framing of perspectives.",1015,62
188,,,,wikipedia,Northern Vance High School,,,0,"The article is purely factual, presenting basic information about the school's location, mascot, closure, and subsequent repurposing without editorial commentary, charged language, or selective framing of perspectives.",935,61
189,,,,wikipedia,Penns Valley Area High School,,,0,"The article is purely factual, providing objective information about school enrollment, staffing, services, and programs without editorial voice, bias, or subjective language.",970,52
190,,,,wikipedia,Limestone High School,,,0,"The article is purely factual, presenting neutral information about the school's history, facilities, student composition, and programs without editorial voice, charged language, or selective framing of perspectives.",1012,57
191,,,,wikipedia,Alonzo and Tracy Mourning Senior High Biscayne Bay Campus,,,0,"Article is purely factual, presenting straightforward information about the school's opening, naming rationale, facilities, and policies without editorial voice, charged language, or selective framing of competing perspectives.",1329,59
192,,,,wikipedia,Brandon Hall School,,,0,"The article is factual and neutral throughout, presenting information about the school's history, facilities, academics, and closure in an objective manner without editorial framing, charged language, or selective emphasis of perspective.",1455,61
193,,,,wikipedia,"Portola High School (Irvine, California)",,,0,"The article is purely factual, presenting information about the school's location, opening date, facilities, and athletics programs in neutral, objective language without editorial voice or bias toward any perspective.",1491,57
194,,,,wikipedia,Gonzalo Garza Independence High School,,,0,"The article presents purely factual information about the school's location, opening date, principal, enrollment, graduation numbers, and awards without any editorial voice, charged language, or selective framing of perspectives.",957,60
195,,,,wikipedia,Catholic Memorial School,,,0,"The article is purely factual, presenting historical information, enrollment data, tuition costs, and school programs in neutral, objective language without editorial framing or bias toward any perspective.",1465,56
196,,,,wikipedia,Stone Bridge High School,,,2,"The article presents mostly factual information but shows subtle bias through selective emphasis and framing: it extensively details criminal assault allegations with specific dates and charges while dedicating minimal space to academic and athletic achievements, and the placement of the controversial decision about the sex offender registry at the end without full context suggests editorial framing that emphasizes negative institutional decisions.",1531,90
197,,,,wikipedia,Elwood Jr/Sr High School,,,0,"The article is purely factual, presenting only verifiable demographic data, enrollment statistics, and factual information about the school's athletic conference and colors with no editorial framing or bias.",969,57
198,,,,wikipedia,Lamar High School (Arkansas),,,0,"The article is purely factual, presenting objective information about school location, grades, accreditation, curriculum, mascot, and athletic programs with no editorial voice, charged language, or bias toward any perspective.",1067,62
199,,,,wikipedia,Bengal Field,,,0,"The article is purely factual and neutral, presenting historical information about Bengal Field with dates, leagues, teams, and facility details without editorial commentary, charged language, or selective framing of perspectives.",1343,59
200,,,,wikipedia,South Medford High School,,,0,"The article presents factual information about the school's history, facilities, programs, and athletic achievements using neutral language with no editorial framing or bias toward any perspective.",1480,53
201,,,,wikipedia,"El Dorado High School (Placentia, California)",,,0,"This article is purely factual, presenting verifiable information about the school's history, facilities, achievements, and programs without editorial commentary, charged language, or advocacy for any particular perspective.",1529,57
202,,,,wikipedia,Mastery Charter School Thomas Campus,,,0,"The article is purely factual and neutral, presenting straightforward information about the school's location, history, architecture, namesake, and transportation services without editorial commentary, charged language, or selective framing of perspectives.",1455,63
203,,,,wikipedia,Wauseon High School,,,0,"Article presents purely factual information about school administration, ratings, athletic achievements, and league membership with no editorial framing, charged language, or selective presentation of perspectives.",1016,53
204,,,,wikipedia,"Central High School (Woodstock, Virginia)",,,0,"The article presents only factual information about the school's location, founding date, enrollment, colors, mascot, desegregation history, and Blue Ribbon designation with no editorial language, interpretive framing, or selective emphasis favoring any particular perspective.",920,73
205,,,,wikipedia,Fred T. Foard High School,,,0,"Article is purely factual, presenting only verifiable information about the school's location, founding date, namesake, mascot, colors, and athletic programs without editorial voice, charged language, or selective framing of perspectives.",1112,65
206,,,,wikipedia,Norco High School,,,0,"Article is purely factual, presenting enrollment statistics, administrative information, and a factual account of a 2007 incident with specific dates and numbers, using entirely neutral language without editorial framing or bias.",997,62
207,,,,wikipedia,Kirtland High School,,,0,"The article is purely factual and neutral, presenting historical information, achievements, and programs at Kirtland High School without editorial framing, charged language, or advocacy for any particular perspective.",1387,59
208,,,,wikipedia,Brodhead High School,,,0,"The article presents factual information about Brodhead High School's location, athletics, activities, and facilities in a neutral manner, and reports the 2016 safety drill controversy objectively without editorial language or bias toward any perspective.",1113,67
209,,,,wikipedia,Loachapoka High School,,,0,"Article is factual and neutral, presenting historical details about school desegregation, enrollment figures, and extracurricular programs without editorial language or bias favoring any perspective.",1482,56
210,,,,wikipedia,Rio Grande Preparatory Institute,,,0,"The article is purely factual, presenting verifiable information about the school's location, enrollment, history, staff, and demographics without editorial commentary, loaded language, or selective framing of competing perspectives.",1085,60
211,,,,wikipedia,Buffalo Academy for Visual and Performing Arts,,,0,"The article presents factual information about BAVPA's founding, location, majors, affiliations, and administrative history with neutral language and no detectable editorial bias or selective framing.",1297,58
212,,,,wikipedia,California Military Institute,,,0,"Article is purely factual, presenting objective information about the school's location, enrollment, programs, uniforms, and activities without editorial framing, charged language, or selective presentation of perspectives.",1038,58
213,,,,wikipedia,Gatorade Replay,,,0,"Article presents factual information about Gatorade's REPLAY program with dates, scores, names, and event details presented objectively without editorial language, advocacy, or selective framing favoring any perspective.",1563,62
214,,,,wikipedia,Spearman High School,,,0,"Article is purely factual, presenting objective information about school location, classification, rating, and sports achievements with no editorial language, bias, or subjective framing.",1016,53
215,,,,wikipedia,"Sacred Heart Academy (Hamden, Connecticut)",,,0,"The article is purely factual and encyclopedic in nature, presenting information about the school's history, facilities, programs, and athletics in objective language without editorial commentary, bias, or favoring any perspective.",1502,62
216,,,,wikipedia,Del Norte High School (New Mexico),,,0,"The article is purely factual, presenting verifiable information about the school's location, establishment date, enrollment, campus size, athletic conference, championships, and literary reference without editorial commentary, charged language, or selective framing.",1076,65
217,,,,wikipedia,Reginald F. Lewis High School,,,2,"The article presents factual information but uses somewhat informal and editorializing language (e.g., 'TikTok star,' 'known for being the ""biggest 18 year old"",' 'which is assumed to be') that adds commentary rather than maintaining strict neutrality, and the final sentence about leveraging the attack for TikTok fame frames the incident in a tone that subtly trivializes the violence.",1092,111
218,,,,wikipedia,Collegiate School of Medicine and Bioscience,,,0,"The article is purely factual and neutral, presenting objective information about the school's establishment, programs, facilities, academic performance, and achievements without editorial commentary, charged language, or selective framing of opposing viewpoints.",1449,63
219,,,,wikipedia,Nerinx Hall High School,,,0,"Article is purely factual and neutral, presenting historical information, facility descriptions, and school programs without editorial framing, charged language, or selective emphasis favoring any particular perspective.",1503,55
220,,,,wikipedia,Madison Park Technical Vocational High School,,,0,"The article is a factual description of Madison Park Technical Vocational High School's structure, programs, and history, using neutral language and objective presentation without editorial framing or advocacy.",1416,57
221,,,,wikipedia,Cristo Rey Columbus High School,,,0,"Article is purely factual, presenting verifiable information about the school's history, location, founding, building details, and educational model without editorial framing, charged language, or selective presentation of perspectives.",1049,60
222,,,,wikipedia,West Liberty-Salem High School,,,0,"Article is purely factual, presenting verifiable information about school location, partnerships, history, achievements, and incidents in neutral language without editorial framing or bias toward any perspective.",1809,55
223,,,,wikipedia,Southwest DeKalb High School,,,0,"Article is factual and neutral, presenting historical information about the school's achievements, programs, and athletic accomplishments without editorial commentary, charged language, or selective framing of opposing viewpoints.",1588,58
224,,,,wikipedia,Mayflower High School (Arkansas),,,0,"The article presents purely factual information about school location, enrollment, curriculum, mascot, and athletic programs without any editorial framing, charged language, or selective emphasis favoring any perspective.",1065,58
225,,,,wikipedia,Archbishop Coleman F. Carroll High School,,,0,"Article is purely factual, presenting only objective information about the school's location, founding, sponsorship, enrollment, programs, and activities with no editorial voice, charged language, or selective framing.",1159,60
226,,,,wikipedia,Academy for Urban Leadership Charter High School,,,0,"The article is purely factual, presenting verifiable information about the school's enrollment, graduation rates, programs, and closure without editorializing or favoring any perspective.",1254,54
227,,,,wikipedia,Eastlake High School (Washington),,,0,"Article is purely factual, presenting objective information about school facilities, programs, and achievements with neutral language and no editorial framing or bias toward any perspective.",1525,51
228,,,,wikipedia,O'Dea High School,,,0,"Article is purely factual, presenting verifiable information about the school's founding, demographics, programs, and facilities in neutral language without editorial framing or bias toward any perspective.",1228,55
229,,,,wikipedia,"Sequoyah High School (Cherokee County, Oklahoma)",,,0,"Article is purely factual and encyclopedic, presenting historical information, institutional details, and timeline of events without editorial commentary, charged language, or bias toward any perspective.",1568,54
230,,,,wikipedia,Challenger Early College High School,,,0,"The article is purely factual, presenting objective information about the school's establishment, location, programs, admissions criteria, and requirements without editorial commentary, charged language, or selective framing of perspectives.",1380,60
231,,,,wikipedia,Savannah High School (Georgia),,,0,"The article is purely factual, presenting historical information about the school's location, architecture, and current programs without editorial voice, charged language, or selective framing of opposing viewpoints.",1072,57
232,,,,wikipedia,Lawton Chiles High School,,,0,"The article is purely factual, presenting only verifiable information about the school's location, founding date, namesake, motto, and programs without editorial commentary, charged language, or selective framing of any perspective.",1042,63
233,,,,wikipedia,Passaic Valley Regional High School,,,0,"Article is purely factual, presenting objective information about school enrollment, district structure, history, and rankings without editorial commentary, charged language, or bias toward any perspective.",1522,53
234,,,,wikipedia,Roscommon High School,,,0,"This article is purely factual and informational, presenting enrollment statistics, demographic data, athletic achievements, and program details without any editorial voice, charged language, or bias toward any perspective.",1599,57
235,,,,wikipedia,Guerin College Preparatory High School,,,0,"Article is purely factual, presenting straightforward information about the school's founding, history, closure, and athletic achievements without editorial commentary, charged language, or bias toward any perspective.",1556,56
236,,,,wikipedia,High School of Art and Design,,,0,"The article is purely factual, presenting the school's history, founding details, curriculum structure, and notable faculty members in objective language with no detectable bias or editorial framing.",1485,56
237,,,,wikipedia,Ridgeland-Hardeeville High School,,,0,"Article presents factual information about the school's formation, facilities, and consolidation history with neutral language, acknowledges both the economic rationale and critics' concerns without favoring either perspective, and reports events objectively without editorial voice.",1218,67
238,,,,wikipedia,Orange County Training School,,,0,"The article is purely factual and encyclopedic, presenting a chronological history of the school with dates, names, locations, and institutional changes without editorial commentary, loaded language, or selective framing of perspectives.",1507,63
239,,,,wikipedia,Benton Community High School,,,0,"The article is purely factual, providing objective information about the school's location, history, demographics, and athletics without editorial voice, charged language, or selective framing of any perspective.",1071,57
240,,,,wikipedia,Americas High School,,,0,"Article is purely factual, presenting objective information about the school's history, facilities, programs, and demographics without editorial voice, charged language, or selective framing of perspectives.",1461,55
241,,,,wikipedia,Maspeth High School,,,0,"Article presents factual information about school location, opening date, enrollment numbers, and administrative history in neutral language, with no detectable bias or editorial framing favoring any particular perspective.",1102,57
242,,,,wikipedia,"Jefferson High School (Portland, Oregon)",,,0,"The article presents factual information about Jefferson High School's history, demographics, programs, and achievements in neutral language without editorial commentary, selective framing, or advocacy for any particular perspective.",1459,57
243,,,,wikipedia,Waynesboro High School,,,0,"Article presents factual historical information about Waynesboro High School with objective language, chronological details, and neutral reporting of events without editorial commentary, selective framing, or charged language.",1399,58
244,,,,wikipedia,Airline High School,,,0,"The article is purely factual, presenting only objective information about the school's location, athletics conference, and championship history without editorial commentary, charged language, or bias.",904,53
245,,,,wikipedia,Muskegon Heights High School,,,0,"Article presents factual information about school location, demographics, administrative changes, and historical achievements with neutral language and no detectable editorial bias or perspective favoring any viewpoint.",1132,54
246,,,,wikipedia,John Wilkins (American football),,,0,"Article is purely factual, presenting biographical information about John Wilkins' coaching career with specific dates, records, scores, and achievements without editorializing, charged language, or selective framing of opposing viewpoints.",1113,64
247,,,,wikipedia,Kinta High School,,,0,"The article is purely factual, presenting only verifiable information about the building's construction, physical characteristics, historical designation, and architectural details without editorial framing or language bias.",990,55
248,,,,wikipedia,Liberty County High School (Florida),,,0,"The article is purely factual and neutral, presenting only objective information about the school's location, grades, operations, programs, championships, and clubs without any editorial voice, emotional language, or selective framing.",1062,62
249,,,,wikipedia,Lincoln Park High School (Chicago),,,0,"The article presents factual, historical information about Lincoln Park High School with neutral language, chronological organization, and objective descriptions of programs and facilities without editorial commentary or bias.",1464,54
250,,,,wikipedia,North Chicago Community High School,,,0,"Article is purely factual and descriptive, providing neutral information about the school's location, history, facilities, programs, and athletics without editorial framing, charged language, or selective presentation of opposing viewpoints.",1403,62
251,,,,wikipedia,"West High School (Davenport, Iowa)",,,0,"The article is purely factual and neutral, presenting objective information about the school's location, facilities, academic programs, athletic offerings, and historical achievements without editorial commentary, charged language, or selective framing of perspectives.",1528,69
252,,,,wikipedia,Jayton High School (Texas),,,0,"Article is purely factual, containing only objective information about school location, classification, district details, TEA rating, sports offerings, and historical championship records with no editorial commentary or biased language.",1056,59
253,,,,wikipedia,"Foothill High School (Bakersfield, California)",,,0,"The article is purely factual, presenting only verifiable information about the school's location, grade levels, and specific achievements with dates and details, using entirely objective language with no editorial framing or bias.",963,61
254,,,,wikipedia,Andalusia High School,,,0,"The article presents purely factual information with neutral language, including founding date, facilities, demographics, and sports achievements without editorial framing or bias toward any perspective.",993,52
255,,,,wikipedia,Primavera Online School,,,1,"Predominantly factual presentation with objective reporting of statistics and school policies; however, the final sentences introduce criticism without attribution or counterbalance, and the use of 'criticized for' rather than neutral attribution slightly favors a negative framing.",1337,69
256,,,,wikipedia,West Hall High School,,,0,"Article is purely factual and neutral, presenting only verifiable information about location, demographics, staff, programs, and achievements without editorial commentary, loaded language, or perspective bias.",1236,55
257,,,,wikipedia,Mercersburg Academy,,,0,"Article is factual and neutral, presenting historical timeline, enrollment statistics, and leadership succession without editorial language, selective framing, or advocacy for any particular perspective.",1548,52
258,,,,wikipedia,Water Valley High School (Texas),,,0,"Article is purely factual, presenting only verifiable information about the school's location, classification, services, rating, sports programs, and championship history with no editorial framing, opinion, or bias.",964,60
259,,,,wikipedia,Jacobs High School,,,0,"The article is purely factual, providing objective information about school location, demographics, programs, and district information with no editorial voice, charged language, or selective framing.",1191,54
260,,,,wikipedia,Northwestern High School (Baltimore),,,0,"The article presents factual information about Northwestern High School's history, achievements, closure, and merger with neutral language, no editorial framing, and balanced mention of both the school's accomplishments and the administrative reasons for its closure.",971,66
261,,,,wikipedia,"Central Catholic High School (Morgan City, Louisiana)",,,0,"Article is purely factual, providing straightforward information about the school's history, policies, facilities, and administration without editorial commentary, charged language, or bias toward any perspective.",1457,55
262,,,,wikipedia,Melvindale High School,,,0,"Article is purely factual, presenting historical information, current facts about grades/location/district, school facilities, sports offerings, and rivalry details in objective, neutral language with no editorial framing or bias toward any perspective.",1249,64
263,,,,wikipedia,St. Nicholas of Tolentine High School,,,0,"The article presents factual information about the school's history, location, founding, closure, and athletic achievements without editorial commentary, charged language, or selective framing of multiple perspectives.",954,56
264,,,,wikipedia,Verrado High School,,,0,"Article is purely factual, presenting dates, construction details, enrollment figures, rankings, and historical information in neutral language with no detectable editorial framing or bias toward any perspective.",1523,56
265,,,,wikipedia,"Cardinal Newman High School (West Palm Beach, Florida)",,,0,"The article is purely factual, presenting historical information, facility details, and academic requirements in neutral, objective language without editorial commentary or bias toward any perspective.",1348,51
266,,,,wikipedia,Jennings High School (Louisiana),,,0,"The article is purely factual, presenting only verifiable information about the school's location, enrollment, athletics achievements, and notable alumni without editorial commentary or bias in word choice.",1012,55
267,,,,wikipedia,Madison High School (North Carolina),,,0,"Article is purely factual, presenting only objective information about facilities, location, enrollment statistics, and transportation logistics with no editorial framing, charged language, or selective emphasis of competing perspectives.",1088,57
268,,,,wikipedia,Knox Community High School,,,0,"The article is purely factual, presenting verifiable information about Knox Community High School including enrollment figures, staff composition, historical dates, facilities, sports teams, and academic achievements without editorial commentary, charged language, or selective framing of competing perspectives.",1349,69
269,,,,wikipedia,Rockhurst Hawklets football,,,0,"The article presents factual information about Rockhurst High School's football program with objective language, listing championships, records, venues, and awards without editorial commentary or selective framing.",1476,57
270,,,,wikipedia,Lorain Catholic High School,,,0,"Article is purely factual, presenting historical information about a closed school with neutral language, specific dates, statistics, and details without editorial framing or bias toward any perspective.",1086,54
271,,,,wikipedia,Conestoga High School,,,0,"Article presents factual information about school location, academics, rankings, and notable incidents with neutral language and objective reporting of events without editorial commentary or bias.",1502,50
272,,,,wikipedia,Mechanicville High School,,,0,"Article is purely factual, presenting only objective information about school facilities, programs, and administrative changes with no editorial voice, charged language, or selective framing of any perspective.",1388,55
273,,,,wikipedia,Strongsville High School,,,0,"Article presents factual information about school features, achievements, and historical events using neutral language without editorial commentary, selective framing, or advocacy for any particular perspective.",1483,52
274,,,,wikipedia,High Mowing School,,,0,"The article presents factual, descriptive information about High Mowing School's history, location, educational approach, and curriculum with neutral language and no detectable editorial bias or advocacy for one perspective over another.",1471,62
275,,,,wikipedia,Poudre High School,,,0,"The article is purely factual and neutral, presenting factual information about Poudre High School's history, construction details, facilities, and notable features without editorial framing, charged language, or bias toward any perspective.",1517,65
276,,,,wikipedia,East Central High School (Oklahoma),,,0,"The article is purely factual and neutral, presenting historical information, facility details, and athletic achievements without editorial framing, charged language, or selective bias toward any perspective.",1459,54
277,,,,wikipedia,Mountain Vista High School,,,0,"Article is purely factual, presenting straightforward information about the school's history, mascot change, opening date, enrollment, and athletic/theatrical achievements without editorial voice, charged language, or selective framing of perspectives.",1242,64
278,,,,wikipedia,Chancellor High School,,,0,"The article is purely factual, presenting verifiable information about Chancellor High School's location, founding, accreditation, student population, athletic achievements, and extracurricular programs without editorial commentary, emotional language, or selective framing of opposing viewpoints.",1227,72
279,,,,wikipedia,"Bishop Kearney High School (Irondequoit, New York)",,,0,"The article is purely factual and neutral, presenting historical information, donations, and school developments using objective language without editorial framing or selective emphasis on any perspective.",1493,52
280,,,,wikipedia,Thibodaux High School,,,0,"Article is purely factual, presenting historical information about the school's founding, locations, integration, and athletic achievements with objective language and no editorial framing or bias.",1230,53
281,,,,wikipedia,Challenge Early College High School,,,0,"The article is purely factual, presenting objective information about the school's location, programs, history, awards, and demographics without editorial framing, charged language, or selective presentation of competing perspectives.",1437,59
282,,,,wikipedia,"McKinley High School (Canton, Ohio)",,,0,"Article is purely factual and encyclopedic in nature, presenting historical information, dates, enrollment statistics, administrative changes, and athletic achievements in neutral language without editorial bias or selective framing of events.",1589,60
283,,,,wikipedia,West Jefferson High School (Louisiana),,,0,"Article is purely factual, presenting straightforward information about school location, founding date, programs, demographics, and athletic achievements without editorial voice, charged language, or selective framing of perspectives.",1153,58
284,,,,wikipedia,"St. Francis High School (Wheaton, Illinois)",,,0,"Article is purely factual, presenting objective information about the school's founding, location, academic offerings, achievements, and student participation statistics without editorial commentary, charged language, or bias toward any perspective.",1204,59
285,,,,wikipedia,University Preparatory Charter Academy,,,1,"The article is primarily factual and well-documented with specific dates and allegations, but uses slightly charged language like 'scandals' and 'fraudulent' while presenting serious misconduct in a straightforward manner without editorial commentary or missing counterarguments.",1317,72
286,,,,wikipedia,Poplar Bluff High School,,,0,"Article is purely factual, presenting only verifiable information about the school's location, district affiliation, and historical athletic achievements with championship records and placements listed objectively without editorial commentary or bias.",1150,60
287,,,,wikipedia,St. Stephens Indian School,,,0,"The article presents factual information about the school's history, affiliation, and achievements without editorial commentary, charged language, or selective framing of competing perspectives.",956,52
288,,,,wikipedia,Marquette University High School,,,0,"Article is purely factual, presenting historical dates, institutional information, architectural details, and athletic achievements in neutral, objective language without editorial framing or perspective bias.",1563,52
289,,,,wikipedia,Poland Seminary High School,,,0,"Article presents factual information about the school's history, athletics, and facilities with neutral language, no editorial commentary, and no selective framing favoring any perspective.",1025,53
290,,,,wikipedia,Lanier Junior Senior High School,,,0,"The article presents factual information about the school's history, enrollment statistics, racial composition, and segregation history in a neutral, objective manner without editorial commentary or bias.",1136,54
291,,,,wikipedia,Vincennes Lincoln High School,,,0,"Article is purely factual, presenting historical information about the school's location, construction dates, name changes, and athletic achievements without editorial voice, charged language, or bias toward any perspective.",1118,57
292,,,,wikipedia,Oviedo High School,,,0,"Article is purely factual, presenting school information, athletic achievements, and disciplinary actions with neutral language, specific dates, and straightforward reporting without editorial commentary or bias.",1476,54
293,,,,wikipedia,Gardiner High School (Maine),,,0,"The article presents only factual information about the school's location, mascot, enrollment, building history, notable alumni, and rivalries without editorial voice, subjective language, or framing that favors any perspective.",958,64
294,,,,wikipedia,Downtown Magnets High School,,,0,"The article is purely factual, presenting historical information, program descriptions, and enrollment statistics in neutral language without editorial commentary, selective framing, or advocacy for any particular perspective.",1445,55
295,,,,wikipedia,Trinity Hall (New Jersey),,,0,"The article presents factual information about Trinity Hall's history, structure, enrollment, facilities, and achievements using objective language with no editorial framing, charged vocabulary, or selective presentation of opposing viewpoints.",1440,60
296,,,,wikipedia,Granger High School (Utah),,,0,"Article presents purely factual information about school location, enrollment statistics, demographics, mascot, design theme, and administrative details with no editorial commentary, charged language, or perspective favoring.",1009,57
