article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,input_tokens,output_tokens
northsfvtoday--2021-05-10--California ranks first in the U.S. for the most motor fuels sales tax paid in 2020,,,,northsfvtoday,California ranks first in the U.S. for the most motor fuels sales tax paid in 2020,,,0,"Article is purely factual, presenting only statistical data from the U.S. Census Bureau with no editorial framing, charged language, or selective emphasis favoring any perspective.",968,55
"eastlittlerocktimes--2021-05-10--Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent",,,,eastlittlerocktimes,"Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent in January",,,0,"Article is purely factual, presenting Census Bureau data with neutral language, no editorial framing, and explaining the methodology behind the statistics without advocacy or selective emphasis.",1045,52
"cabusinessdaily--2021-03-19--Transitional Learning Center (Continuation) ranks 1,646th for graduation rate in the 2017-2018 schoo",,,,cabusinessdaily,"Transitional Learning Center (Continuation) ranks 1,646th for graduation rate in the 2017-2018 school year",,,0,"Article is purely factual, presenting data from California Department of Education and National Centre for Education Statistics without editorial framing, charged language, or selective omission of counterarguments.",1037,56
wiregrasstimes--2021-05-10--Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,,wiregrasstimes,Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,4,"Strong bias through misleading framing (conflating deaths 'after' vaccination with deaths 'caused by' vaccination without evidence), cherry-picked statistics, amplification of a fringe expert claim contradicted by scientific consensus, and omission of context that VAERS reports deaths occurring after vaccination regardless of causality.",1033,91
tuscaloosaleader--2021-05-10--Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,,tuscaloosaleader,Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,0,"Article is purely factual, reporting Census Bureau statistics with neutral language, explaining data collection methodology, and providing context without editorial commentary or selective framing.",1033,50
tucsonstandard--2021-05-10--Sam Brunner donates $100 to Mark Kelly's campaign committee in Q3 2020,,,,tucsonstandard,Sam Brunner donates $100 to Mark Kelly's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific campaign donation with FEC data and neutral language explaining donation regulations; no editorializing, framing bias, or selective presentation of information.",921,57
southalamedanews--2021-05-11--U.S. communication construction spending up 2.4% from May to June 2020,,,,southalamedanews,U.S. communication construction spending up 2.4% from May to June 2020,,,0,"Article presents factual reporting of Census Bureau data with neutral language, clear methodology explanation, and no editorial framing or selective emphasis favoring any perspective.",973,50
"mercedtimes--2021-05-10--Out of 996 students in Thomas Jefferson Middle School, 55.6 percent were in seventh-grade during 201",,,,mercedtimes,"Out of 996 students in Thomas Jefferson Middle School, 55.6 percent were in seventh-grade during 2018-2019 school year",,,0,"Article presents factual statistics from official sources (California Department of Education, National Center for Education Services, Public Policy Institute of California) with neutral language and no editorial framing or advocacy.",1017,57
"sanfransun--2021-05-10--Out of 399 students in Jose Ortega Elementary School, 16.8 percent were in first-grade during 2018-2",,,,sanfransun,"Out of 399 students in Jose Ortega Elementary School, 16.8 percent were in first-grade during 2018-2019 school year",,,0,"Article presents factual statistics from official sources (California Department of Education, National Center for Education Services, Public Policy Institute of California) with neutral language and no editorial framing or selective emphasis.",1045,58
selatimes--2021-05-10--U.S. health care construction spending up 3.79% from May to June 2020,,,,selatimes,U.S. health care construction spending up 3.79% from May to June 2020,,,0,"Article presents factual data from the U.S. Census Bureau with neutral language, explains methodology transparently, and contains no editorial framing, loaded language, or selective emphasis favoring any perspective.",971,60
"santacruzstandard--2021-05-10--1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,,santacruzstandard,"1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual COVID-19 statistics from CDC with neutral language, includes relevant context from health organizations, and contains no editorial framing, charged language, or selective omission of perspectives.",983,59
laketahoesun--2021-05-10--U.S. used car dealers report $11.8 billion in sales for June,,,,laketahoesun,U.S. used car dealers report $11.8 billion in sales for June,,,0,"The article is purely factual, presenting only Census Bureau data and methodology with no editorial framing, opinion, or selective emphasis favoring any perspective.",969,50
tuscaloosaleader--2021-05-10--Shipments of leather and allied products fall 3.1 percent in November 2019,,,,tuscaloosaleader,Shipments of leather and allied products fall 3.1 percent in November 2019,,,0,"Article is purely factual, presenting Census Bureau data on leather product shipments with neutral language, no editorial framing, and explanation of methodology without bias or advocacy.",1044,53
coachellatoday--2021-05-10--New manufacturing orders for consumer goods fell 0.6% in October 2020,,,,coachellatoday,New manufacturing orders for consumer goods fell 0.6% in October 2020,,,0,"Article presents factual economic data from the U.S. Census Bureau with neutral language, explains the methodology and data collection process, and contains no editorial framing, charged language, or selective omission of context.",1039,63
eastlittlerocktimes--2021-05-10--Mining industry Q3 net sales down 33.1%,,,,eastlittlerocktimes,Mining industry Q3 net sales down 33.1%,,,0,"Article is purely factual, presenting Census Bureau statistics with neutral language, clear methodology explanations, and no editorial framing or charged language.",966,48
eastsandiegonews--2021-05-10--Inventories in nondefense aircraft and parts industry fall 0.5 percent in February,,,,eastsandiegonews,Inventories in nondefense aircraft and parts industry fall 0.5 percent in February,,,0,"Article presents factual Census Bureau data on inventory changes with neutral language, provides context on methodology, and contains no editorial framing or bias.",1042,48
"eastcontracostanews--2021-05-10--34,560 people in their forties in US test positive for COVID-19 during April",,,,eastcontracostanews,"34,560 people in their forties in US test positive for COVID-19 during April",,,0,"Article presents factual statistics from CDC and medical organizations with neutral language, no editorial framing, and straightforward reporting of data without advocacy or selective emphasis.",998,51
kerncountytimes--2021-05-10--Inventories in defense aircraft and parts industry fall 0.2 percent in February,,,,kerncountytimes,Inventories in defense aircraft and parts industry fall 0.2 percent in February,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, explaining methodology, and providing context without editorial framing or bias toward any perspective.",1037,50
imperialcanews--2021-05-10--California deaths did not exceed upper threshold of death expectancy during week ending April 24,,,,imperialcanews,California deaths did not exceed upper threshold of death expectancy during week ending April 24,,,0,"Article presents factual information about CDC death data, defines key terms objectively, cites a peer-reviewed study with attributed quote, and maintains neutral language throughout without editorial framing or selective emphasis favoring any particular perspective.",1032,65
northlittlerocktimes--2021-05-10--Arkansas ranks 27th in the U.S. for the most insurance premiums sales tax paid in 2020,,,,northlittlerocktimes,Arkansas ranks 27th in the U.S. for the most insurance premiums sales tax paid in 2020,,,0,"Article is purely factual, presenting census data with neutral language, appropriate caveats about classification differences, and no editorial framing or selective emphasis favoring any perspective.",974,54
"eastsbvtimes--2021-05-10--Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent",,,,eastsbvtimes,"Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent in January",,,0,"The article is purely factual, reporting Census Bureau data with neutral language, providing context on data collection methodology, and containing no editorial framing or loaded terminology.",1043,52
northoctimes--2021-05-10--80 people die from kidney disease in California during week ending Feb. 20,,,,northoctimes,80 people die from kidney disease in California during week ending Feb. 20,,,0,"Article presents factual CDC mortality statistics with neutral language, includes relevant context about underreporting and disease vulnerability from credible sources (National Institute on Aging, Bright Focus Foundation), and makes no editorial judgments or selective omissions.",1057,68
pinaltoday--2021-05-10--One occupational therapist license set to expire in zip code 85281 during Q3 2021,,,,pinaltoday,One occupational therapist license set to expire in zip code 85281 during Q3 2021,,,0,"Article presents factual information about license expiration, includes supporting statistics from credible sources (Arizona State, SBA, Civic Economics), and contains no editorial language, loaded words, or selective framing favoring any perspective.",936,66
southbayleader--2021-05-11--New manufacturing orders for consumer durable goods fell 4.5% in October 2020,,,,southbayleader,New manufacturing orders for consumer durable goods fell 4.5% in October 2020,,,0,"Article presents factual economic data from the Census Bureau with objective language, neutral framing, no editorial voice, and provides methodological context without advocacy or selective emphasis favoring any perspective.",1039,57
fayettevillestandard--2021-05-10--Total construction spending up 2.2% from September 2019 to September 2020,,,,fayettevillestandard,Total construction spending up 2.2% from September 2019 to September 2020,,,0,"Article presents factual Census Bureau statistics with neutral language, clear definitions of what is included/excluded, and transparent methodology without editorial framing or selective emphasis.",999,51
kerncountytimes--2021-05-10--Peggy Bowen donates $45 to Kevin McCarthy's campaign committee in Q3 2020,,,,kerncountytimes,Peggy Bowen donates $45 to Kevin McCarthy's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific FEC donation with neutral language, regulatory context, and data presentation without editorial framing or perspective.",926,49
reddingtoday--2021-05-10--California collected 3.9% more in insurance premiums sales tax in 2020,,,,reddingtoday,California collected 3.9% more in insurance premiums sales tax in 2020,,,0,"Article presents factual tax collection data from official Census Bureau sources with neutral language, no editorial framing, and transparent methodology explanations without advocacy or selective emphasis.",962,52
"eastalamedanews--2021-05-10--Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent",,,,eastalamedanews,"Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent in January",,,0,"Article is purely factual, presenting Census Bureau data on inventory changes with neutral language, methodological explanation, and no editorial framing or advocacy for any position.",1043,52
swriversidenews--2021-05-10--Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,,swriversidenews,Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,0,"Article is purely factual reporting of Census Bureau data with no detectable bias, selective framing, or editorial voice—simply presenting statistics, methodology, and data categories in neutral language.",1033,57
"upperdeltanews--2021-05-10--U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,,upperdeltanews,"U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,0,"Article is purely factual, reporting Census Bureau statistics without editorial voice, charged language, or selective framing of perspectives.",976,44
coachellatoday--2021-05-10--34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,,coachellatoday,34 people at the age of 63 die after taking the COVID-19 vaccine across the US,,,5,"Article fabricates statistics ('34 people at the age of 63'), presents debunked fringe claims as fact (vaccines are 'gene therapy' and 'toxins'), attributes misleading statements to a source with no medical authority, and omits all scientific consensus and evidence supporting vaccine safety to promote anti-vaccine propaganda.",1032,88
"sandiegorecord--2021-05-11--Census Bureau reports Irwindale city population was 1,394 in 2019",,,,sandiegorecord,"Census Bureau reports Irwindale city population was 1,394 in 2019",,,0,"Article presents only factual census data with neutral language, no editorial framing, and provides context about the Census Bureau's role without advocacy or selective emphasis.",961,51
northcoastcanews--2021-05-10--California deaths did not exceed death expectancy during week ending March 27,,,,northcoastcanews,California deaths did not exceed death expectancy during week ending March 27,,,0,"Article presents factual information from CDC and UCSF research with objective language, defines key terms clearly, reports findings neutrally without editorial framing, and includes a relevant expert quote without advocacy or charged language.",1018,63
ecalabamanews--2021-05-10--Stations with the cheapest premium gas in Oxford for the week of April 26-May 2,,,,ecalabamanews,Stations with the cheapest premium gas in Oxford for the week of April 26-May 2,,,0,"Article is purely factual, reporting specific gas price data from GasBuddy.com with appropriate caveats about price fluctuations and data accuracy timing, with no editorial bias or selective framing.",924,63
"ncarkansasnews--2021-05-10--Approximately 846,000 homes sold in the United States in February 2021",,,,ncarkansasnews,"Approximately 846,000 homes sold in the United States in February 2021",,,0,"Article presents purely factual information from official government sources (Census Bureau and HUD) with no editorial framing, charged language, or selective emphasis favoring any perspective.",961,54
arbusinessdaily--2021-05-10--Linda J. Uhrmann donates $115 to Thomas Cotton's campaign committee in Q3 2020,,,,arbusinessdaily,Linda J. Uhrmann donates $115 to Thomas Cotton's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting only the donation amount, donor name, candidate name, and relevant FEC regulations without editorial framing, opinion, or charged language.",927,54
eastsierranews--2021-05-10--California collected 3.9% more in insurance premiums sales tax in 2020,,,,eastsierranews,California collected 3.9% more in insurance premiums sales tax in 2020,,,0,"Article is purely factual, presenting objective statistics from the U.S. Census Bureau with neutral language, no editorial framing, and transparent methodology disclosure.",962,51
imperialcanews--2021-05-10--Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,,imperialcanews,Inventories in photographic equipment manufacturing industry climb 0.7 percent in February,,,0,"Article is purely factual, presenting Census Bureau statistics with neutral language, no editorial framing, and objective explanation of data collection methodology without advocacy or selective emphasis.",1036,52
auburntimes--2021-05-11--51 people at the age of 67 die after taking the COVID-19 vaccine across the US,,,,auburntimes,51 people at the age of 67 die after taking the COVID-19 vaccine across the US,,,5,"Article contains fabricated statistics ('51 people at the age of 67'), misleading causation (deaths 'after taking' vaccine implies causation without evidence), presents discredited anti-vaccine claims as fact without qualification, quotes a non-virologist making false medical claims without contradiction, and lacks any legitimate scientific evidence or counterargument.",1030,90
eastsandiegonews--2021-05-10--California deaths did not exceed death expectancy during week ending March 27,,,,eastsandiegonews,California deaths did not exceed death expectancy during week ending March 27,,,0,"Article presents factual information from CDC and UCSF research with objective language, defines technical terms clearly, and includes a relevant expert quote without editorial framing or selective presentation of facts.",1019,58
"riverregiontimes--2021-05-10--U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,,riverregiontimes,"U.S. automotive parts, accessories and tire stores report $9.1 billion in sales for June",,,0,"Article is purely factual, reporting census data with no editorial voice, charged language, or selective framing; it simply states the survey results, methodology, and data collection date.",976,56
stanislausnews--2021-05-10--Inventories in industrial machinery manufacturing industry climb 0.5 percent in February,,,,stanislausnews,Inventories in industrial machinery manufacturing industry climb 0.5 percent in February,,,0,"Article is purely factual, reporting Census Bureau data with neutral language, no editorial commentary, and objective presentation of statistical information without favoring any perspective.",1033,50
sgvstandard--2021-05-11--Mining industry Q4 net sales down 25.9%,,,,sgvstandard,Mining industry Q4 net sales down 25.9%,,,0,"Article presents factual statistics from official Census Bureau data with neutral language, clear sourcing, and no editorial framing or selective presentation of information.",963,49
sacramentostandard--2021-05-10--New manufacturing orders for durable goods excluding transportation climb 1.1% in November 2020,,,,sacramentostandard,New manufacturing orders for durable goods excluding transportation climb 1.1% in November 2020,,,0,"Article is purely factual, presenting Census Bureau data with neutral language, objective framing, and no editorial voice or selective emphasis favoring any perspective.",1043,50
"northsfvtoday--2021-05-10--Inventories in motor vehicle bodies, trailers and parts industry climb 1.3 percent in February",,,,northsfvtoday,"Inventories in motor vehicle bodies, trailers and parts industry climb 1.3 percent in February",,,0,"Article presents factual economic data from the U.S. Census Bureau with neutral language, objective framing, and no editorial commentary or selective presentation favoring any perspective.",1045,54
socalrecord--2021-05-09--Court activity on May 7: County of Kern vs Jermaine Lee Phillips,,,,socalrecord,Court activity on May 7: County of Kern vs Jermaine Lee Phillips,,,0,"Article is purely factual reporting of court filing activity with no editorial framing, charged language, or bias toward any perspective.",873,45
eastventuranews--2021-05-10--Architecture Construction & Engineering Charter High School's (ACE) graduation rate decreased in 201,,,,eastventuranews,Architecture Construction & Engineering Charter High School's (ACE) graduation rate decreased in 2017-2018 school year,,,0,"Article presents factual data from California Department of Education and National Centre for Education Statistics with objective language, includes context about achievement gaps through expert citation, and makes no editorial claims or loaded word choices.",1037,59
nealabamanews--2021-05-11--49 people at the age of 66 die after taking the COVID-19 vaccine,,,,nealabamanews,49 people at the age of 66 die after taking the COVID-19 vaccine,,,5,"Article fabricates causal claims ('died after taking' implies causation without evidence), misrepresents vaccine mechanisms through discredited expert opinions, cherry-picks alarming statistics without context, and uses inflammatory framing ('toxin,' 'pathogen') to spread vaccine disinformation.",1028,79
"northinlandnews--2021-05-10--1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,,northinlandnews,"1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from official sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with no editorial framing, charged language, or selective omission of counterarguments.",982,61
"northlittlerocktimes--2021-05-10--Approximately 923,000 homes sold in the United States in January 2021",,,,northlittlerocktimes,"Approximately 923,000 homes sold in the United States in January 2021",,,0,"The article is purely factual, presenting official government statistics from the U.S. Census Bureau and HUD without editorial commentary, loaded language, or selective framing of information.",962,56
sanfransun--2021-05-10--51 deaths after taking the COVID-19 vaccine were 65 years old,,,,sanfransun,51 deaths after taking the COVID-19 vaccine were 65 years old,,,5,"Article fabricates causation ('deaths after taking' implies vaccines caused deaths without evidence), selectively cites fringe sources (National Vaccine Information Center, discredited researcher David Martin), misrepresents vaccine mechanism as 'gene therapy' and 'toxin,' and uses inflammatory language designed to create vaccine distrust without presenting scientific consensus or counterarguments.",1025,94
santacruzstandard--2021-05-10--Flu testing decreases by 15.4% during week ending April 17,,,,santacruzstandard,Flu testing decreases by 15.4% during week ending April 17,,,0,"Article presents factual data from CDC with no charged language, selective omission, or editorial framing—purely statistical reporting of flu testing numbers, positive cases, and baseline comparisons.",1042,57
southsfvtoday--2021-05-11--New manufacturing orders for durable goods excluding defense climb 1.4% in November 2020,,,,southsfvtoday,New manufacturing orders for durable goods excluding defense climb 1.4% in November 2020,,,0,"Article presents factual Census Bureau data with neutral language, no editorial framing, and explains the methodology and scope of the report without advocacy or selective emphasis.",1044,51
"kerncountytimes--2021-05-10--Census Bureau reports Elizabeth Lake CDP population was 1,744 in 2019",,,,kerncountytimes,"Census Bureau reports Elizabeth Lake CDP population was 1,744 in 2019",,,0,"Article is purely factual, presenting only demographic statistics from the Census Bureau with no editorial framing, charged language, or selective emphasis of any perspective.",966,50
ncarkansasnews--2021-05-10--Arkansas ranked 4th in home vacancy rate in 2020,,,,ncarkansasnews,Arkansas ranked 4th in home vacancy rate in 2020,,,0,"Article is purely factual, presenting Census Bureau data on Arkansas' home vacancy rate with neutral language, no editorial framing, and clear explanation of methodology without advocacy for any perspective.",975,56
"eastarizonanews--2021-05-10--Approximately 923,000 homes sold in the United States in January 2021",,,,eastarizonanews,"Approximately 923,000 homes sold in the United States in January 2021",,,0,"The article is purely factual, presenting statistics from official government sources (Census Bureau and HUD) without editorial commentary, charged language, or selective framing of opposing viewpoints.",960,56
pinaltoday--2021-05-10--One barber license set to expire in zip code 85233 during Q3 2021,,,,pinaltoday,One barber license set to expire in zip code 85233 during Q3 2021,,,0,"Article is purely factual, reporting specific licensing data from Arizona state records and supplementing with relevant context from the Small Business Administration and economic research without editorial framing or bias.",932,55
swarkansastimes--2021-05-10--Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,,swarkansastimes,Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,0,"Article presents factual Census Bureau data with neutral language, provides context about data collection methodology, and contains no editorial framing, charged language, or selective emphasis favoring any perspective.",1033,56
reddingtoday--2021-05-10--Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,,reddingtoday,Inventories in material handling equipment manufacturing industry climb 0.6 percent in January,,,0,"Article is purely factual, presenting Census Bureau statistics with neutral language, objective framing, no editorial commentary, and no selective emphasis favoring any particular perspective.",1037,52
pulaskitimes--2021-05-11--CDC estimates 136 people in 75-84 age group in Arkansas died during week ending April 17,,,,pulaskitimes,CDC estimates 136 people in 75-84 age group in Arkansas died during week ending April 17,,,0,"Article presents factual CDC data with clear explanation of reporting lag methodology, includes relevant context about death benefit fraud with a specific documented case example, and uses neutral, objective language throughout without editorial framing or advocacy.",1037,62
"victorvalleytimes--2021-05-10--Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent",,,,victorvalleytimes,"Inventories in turbines, generators and other power transmission equipment industry fall 0.6 percent in January",,,0,"Article is purely factual, presenting Census Bureau data with neutral language, explaining methodology, and providing context without editorial framing or bias toward any perspective.",1043,50
redwoodempirenews--2021-05-10--Total construction spending up 2.2% from September 2019 to September 2020,,,,redwoodempirenews,Total construction spending up 2.2% from September 2019 to September 2020,,,0,"Article presents factual census data with objective language, clear definitions of what is included/excluded, and transparent methodology without editorial framing or selective emphasis.",998,50
northsactoday--2021-05-11--Robert Golden donates $210 to Ammar Campa-Najjar's campaign committee in Q3 2020,,,,northsactoday,Robert Golden donates $210 to Ammar Campa-Najjar's campaign committee in Q3 2020,,,0,"Article is purely factual reporting of FEC donation data with neutral language, no editorial framing, and only objective information about a campaign contribution and relevant regulatory context.",950,53
"imperialcanews--2021-05-10--Inventories in ventilation, heating, air-conditioning and refrigeration equipment manufacturing indu",,,,imperialcanews,"Inventories in ventilation, heating, air-conditioning and refrigeration equipment manufacturing industry fall 1.7 percent in February",,,0,"Article is purely factual, reporting Census Bureau statistics with objective language, no editorializing, and providing context about data collection methodology without favoring any perspective.",1054,52
centralalamedanews--2021-05-10--U.S. multi-family homes under construction in March increase over previous month,,,,centralalamedanews,U.S. multi-family homes under construction in March increase over previous month,,,0,"Article is purely factual, presenting only Census Bureau and HUD data with neutral language and no editorial framing, bias, or selective omission of information.",943,52
northsgvnews--2021-05-11--229 people die from diabetes mellitus in California during week ending Feb. 20,,,,northsgvnews,229 people die from diabetes mellitus in California during week ending Feb. 20,,,0,"Article presents factual statistics from CDC with neutral language, includes relevant context about reporting practices and vulnerability factors, and avoids editorializing or favoring any particular perspective.",1052,54
akbusinessdaily--2021-05-10--Jesse Kartus donates $250 to Alyse Galvin's campaign committee in Q3 2020,,,,akbusinessdaily,Jesse Kartus donates $250 to Alyse Galvin's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific FEC-disclosed donation with neutral language, providing context about donation regulations, and presenting data without editorial framing or opinion.",942,54
sealaskanews--2021-05-10--U.S. multi-family homes under construction in March increase over previous month,,,,sealaskanews,U.S. multi-family homes under construction in March increase over previous month,,,0,"Article presents only factual data from official government sources (Census Bureau and HUD) with no editorial framing, charged language, or selective emphasis favoring any perspective.",943,54
eastsierranews--2021-05-10--Norman Bossom donates $175 to Christine Bubser's campaign committee in Q3 2020,,,,eastsierranews,Norman Bossom donates $175 to Christine Bubser's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific donation amount with FEC citation and explaining donation disclosure regulations in neutral, objective language with no editorial framing.",930,51
nevalleytimes--2021-05-10--Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,,nevalleytimes,Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,0,"Article is purely factual, reporting Census Bureau statistics with no editorializing, charged language, or selective framing of competing perspectives.",971,47
sealaskanews--2021-05-10--Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,,sealaskanews,Deaths after taking the COVID-19 vaccine total 2602 with 31 of them being 64 years old,,,5,"Article presents misleading causation ('deaths after taking'), lacks epidemiological context, cites discredited sources (NVIC), includes false claims about vaccines being 'gene therapy' and producing toxins without scientific basis, and omits critical information about temporal correlation versus causation—constituting intentional disinformation.",1034,86
norcalrecord--2021-05-11--Alameda County Superior Court: Actions Taken on May 3,,,,norcalrecord,Alameda County Superior Court: Actions Taken on May 3,,,0,"Article is purely factual reporting of court filings with no editorial voice, subjective language, or bias; it simply lists case numbers, parties involved, and complaint types filed on a specific date.",1216,60
redwoodempirenews--2021-05-10--Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,,redwoodempirenews,Furniture and home furnishings wholesalers report $12.1 billion in November inventories,,,0,"Article is purely factual, reporting only Census Bureau data with no editorializing, charged language, or selective framing; it presents objective statistical information without advocacy or bias.",973,55
montereytimes--2021-05-11--U.S. automobile and other motor vehicle dealers report $106.2 billion in sales for June,,,,montereytimes,U.S. automobile and other motor vehicle dealers report $106.2 billion in sales for June,,,0,"Article is purely factual, reporting only on Census Bureau data and survey methodology without editorial voice, interpretation, or advocacy for any perspective.",973,47
lastfrontiernews--2021-05-10--Number of business licenses issued in zip code 99603 decreased by 28.6% during week ending April 3,,,,lastfrontiernews,Number of business licenses issued in zip code 99603 decreased by 28.6% during week ending April 3,,,0,"Article presents factual data on business licenses with objective language, includes relevant context from authoritative sources (Alaska Department of Commerce, U.S. Small Business Administration, Civic Economics), and contains no editorial framing or bias.",970,66
phxreporter--2021-05-10--Steve Judson donates $100 to Martha McSally's campaign committee in Q3 2020,,,,phxreporter,Steve Judson donates $100 to Martha McSally's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific donation with FEC context and regulatory information in neutral, objective language with no editorial framing or bias toward either the donor or candidate.",929,56
swriversidenews--2021-05-10--Stations with the cheapest midgrade gas in Sun City for the week of April 26-May 2,,,,swriversidenews,Stations with the cheapest midgrade gas in Sun City for the week of April 26-May 2,,,0,"Article is purely factual reporting of gas price data from a specific source (GasBuddy.com) with appropriate disclaimers about price fluctuations; no editorial framing, charged language, or bias toward any perspective.",912,68
"goldcountrytoday--2021-05-10--1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,,goldcountrytoday,"1,775 people in their thirties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual statistics from CDC with neutral language, includes relevant context from authoritative sources (AAP, Children's Hospital Association, Mayo Clinic), and contains no editorial framing, charged language, or selective omission of counterarguments.",983,70
nwvalleytimes--2021-05-10--Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,,nwvalleytimes,Inventories in metalworking machinery manufacturing industry climb 1 percent in January,,,0,"Article is purely factual, reporting Census Bureau statistics with objective language, no editorial framing, and neutral presentation of data without advocacy or selective emphasis.",1034,50
"swvalleytimes--2021-05-10--1,480 people in their fifties in US test positive for COVID-19 during week ending March 5",,,,swvalleytimes,"1,480 people in their fifties in US test positive for COVID-19 during week ending March 5",,,0,"The article presents factual statistics from CDC and medical organizations with objective language, no editorial framing, and balanced context about COVID-19 cases across age groups without advocacy or bias.",966,57
grandcanyontimes--2021-04-15--Arizona bills seek to fortify election security,,,,grandcanyontimes,Arizona bills seek to fortify election security,,,2,"The article presents both sides of the voter registration debate but uses selective framing and emphasis that favors election security concerns over voter access; it leads with scrutiny of Arizona's 2020 election and fraud prevention arguments, while burying the statement that 'numerous studies have found no indication of widespread voter fraud' and giving more detailed attention to California's registration errors than to the benefits of automatic registration.",1118,102
nevalleytimes--2021-05-11--Flu testing decreases by 26.6% during week ending April 24,,,,nevalleytimes,Flu testing decreases by 26.6% during week ending April 24,,,0,"Article presents factual data from CDC with specific numbers, percentages, and comparisons without editorializing, emotional language, or selective framing of information.",1045,52
northoctimes--2021-05-10--Shipments of paper products climb 0.1 percent in November 2019,,,,northoctimes,Shipments of paper products climb 0.1 percent in November 2019,,,0,"Article is purely factual, presenting Census Bureau statistics with neutral language, providing context about data collection methodology, and containing no editorial framing or selective emphasis.",1040,51
"sanjoaquintimes--2021-05-10--1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,,sanjoaquintimes,"1,548 people in their forties in US test positive for COVID-19 during week ending March 5",,,0,"Article presents factual COVID-19 statistics from CDC with no editorial framing, charged language, or selective emphasis; includes context from medical authorities without advocacy or bias.",982,54
sanjoaquintimes--2021-05-10--King Elementary School had 142 kindergarten-grade students during 2018-2019 school year,,,,sanjoaquintimes,King Elementary School had 142 kindergarten-grade students during 2018-2019 school year,,,0,"Article presents only factual statements from official sources (California Department of Education, National Center for Education Services, Public Policy Institute of California) with no editorial framing, charged language, or selective omission of opposing views.",1017,64
"cabusinessdaily--2021-03-19--4,696 youth between the age of 10-19 in US test positive for COVID-19 during week ending January 12",,,,cabusinessdaily,"4,696 youth between the age of 10-19 in US test positive for COVID-19 during week ending January 12",,,0,"Article presents factual CDC data with objective language, includes relevant context from medical organizations (AAP, Children's Hospital Association, Mayo Clinic), and contains no selective framing, charged language, or editorial stance.",991,63
"decaturtimes--2021-05-11--31,706 people in their fifties in US test positive for COVID-19 during April",,,,decaturtimes,"31,706 people in their fifties in US test positive for COVID-19 during April",,,0,"Article presents factual statistics from official sources (CDC, AAP, Children's Hospital Association, Mayo Clinic) with no editorial framing, charged language, or selective emphasis favoring any perspective.",996,60
"southbayleader--2021-05-10--Approximately 846,000 homes sold in the United States in February 2021",,,,southbayleader,"Approximately 846,000 homes sold in the United States in February 2021",,,0,"Article presents factual data from official government sources (U.S. Census Bureau and HUD) without editorial language, bias, or selective framing of perspectives.",959,53
phxreporter--2021-05-10--Steven L donates $50 to Martha McSally's campaign committee in Q3 2020,,,,phxreporter,Steven L donates $50 to Martha McSally's campaign committee in Q3 2020,,,0,"Article is purely factual, reporting a specific FEC donation record with neutral language, objective framing, and contextual information about donation regulations without editorial commentary or bias.",925,54
