article_id,condition,prompt_id,run,source,title,school_type,state,bias_score,justification,hallucinate,input_tokens,output_tokens
2021-0317965,,,,iowaclimatescienceeducation,"Brazil needs $10 bln a year in aid for carbon neutrality by 2050, minister says",,,1,"Nearly neutral reporting of a minister's statements about Brazil's carbon neutrality funding needs, with factual claims about deforestation trends and negotiation positions presented straightforwardly, though the article's fragmented nature and multiple copyright symbols suggest transmission issues rather than editorial bias.",False,1590,89
2019-0085980,,,,pjmedia,CHANGE: USA Powerlifting bans all trans women from competing as women. I sense a growing pushback ...,,,3,"Moderate bias: the article presents a clear editorial stance against trans women competing in sports, uses leading questions and rhetorical framing (""hard to swallow,"" ""erases any distinction"") that favors one perspective, selectively emphasizes biological differences while dismissing counterarguments, and frames contemporary orthodoxy dismissively without presenting substantive opposing viewpoints.",False,1481,110
2019-0424058,,,,thedcclothesline,BUSTED! Three Forgotten Videos of Hypocrites Nadler & Pelosi Arguing the Impropriety of Impeachment,,,4,"Strong bias with overt advocacy, charged language ('Fat Jerry', 'bloviated', 'brain dead', 'hypocrite'), personal attacks unrelated to substance ('weight loss', 'on drugs'), selective use of old video clips without full context, and dismissive framing of opposing views while heavily editorializing against Nadler and Democrats.",False,1605,109
2021-0332773,,,,dailysignal,4 Things to Know About Biden's New Voting Czar,,,3,"Moderate bias shown through selective framing that emphasizes Levitt's inaction during his DOJ tenure while mischaracterizing Georgia's voting law; the article presents the Public Interest Legal Foundation's critical assessment prominently without balancing context, and the Georgia law correction at the end undermines Levitt's position but frames it as a factual error rather than exploring the substantive policy disagreement.",False,1654,117
2020-0137442,,,,breitbart,James Woods: 'Founding Fathers Wrote the Second Amendment for Violent Haters Like Chuck Schumer',,,4,"Strong bias through selective framing, inflammatory language ('violent haters,' 'civil war territory'), and one-sided presentation that omits Schumer's full context or perspective; the article amplifies Woods' characterization without journalistic balance or counter-analysis.",False,1550,88
2020-0140822,,,,dailystormer,Here's How Bernie Can Still Win (Russian Conspiracy Edition),,,4,"Strong bias with misleading framing and cherry-picked facts; the headline uses sarcasm to mock Sanders while presenting Russian interference claims as fact, selectively quoting experts without counterargument, and the overall tone advocates against Sanders while presenting unverified causal claims between Russian messaging and Sanders' campaign viability.",False,1632,99
2021-0565324,,,,infowars,Runaway Texas Democrat Roasted On Live TV By Fox News Host - Watch,,,4,"Strong bias with charged language ('roasted,' 'bragged,' 'dodged,' 'regurgitated'), selective framing that favors Hegseth's perspective, dismissive characterization ('teenage-looking 32-year-old'), and omission of substantive counterarguments to the voting legislation criticisms.",False,1752,103
2020-0743731,,,,activistpost,"Amazon Sidewalk to Expand ""Smart Home"" Capabilities Up to ½ Mile into Neighborhoods - Privacy Be Damned",,,4,"Strong bias with overt advocacy against smart home technology, including unsubstantiated claims about electromagnetic radiation causing illness and cancer, selective misrepresentation of Amazon Sidewalk's purpose and function, inflammatory framing ('Privacy Be Damned'), and dismissive language toward the technology without presenting Amazon's perspective or legitimate counterarguments.",True,1757,103
2019-0102888,,,,therightscoop,WOOPS! Jeff Bezos just outed AMI and David Pecker for trying to EXTORT him while working with the DOJ!,,,3,"Moderate bias shown through selective framing, charged language ('WOOPS!', 'outed', 'ruined'), and editorial commentary ('You think maybe the Justice Department will have a few questions') that advocates for a particular interpretation while omitting AMI's or Pecker's perspective on the situation.",False,1698,99
2020-0057404,,,,newspunch,Graham Predicts Majority of GOP Senators Will Vote for Testimony From Corrupt Bidens,,,4,"Strong bias evident through charged language ('corrupt Bidens,' 'corrupt Ukrainian company'), selective presentation of Graham's statements without counterarguments, framing claims as established fact rather than allegations, and one-sided emphasis on accusations while dismissing Democratic responses as mere 'dismissal' rather than substantive rebuttals.",False,1676,100
2020-0048599,,,,activistpost,Another FCC Lawsuit Challenges Agency's Order Nixing Evaluation of Federal RF Radiation Limits,,,4,"Strong bias with charged language ('captured,' 'shenanigans,' 'unsafe'), selective presentation of facts favoring one perspective, and unsubstantiated claims about RF radiation safety while omitting FCC scientific rationale or mainstream scientific consensus; presents activist lawsuits as factual without balanced analysis.",False,1564,98
2020-0352108,,,,palmerreport,Thank you Bernie Sanders!,,,2,"Subtle bias shown through selective framing that favors Bernie Sanders' actions while dismissing prior concerns; uses loaded language like 'embarrassing' and 'horrifying behavior' to characterize 2016 delegates, presents Sanders' motives charitably without scrutiny, and omits counterarguments about delegate conduct or party unity efforts.",False,1323,105
2020-0333523,,,,globalresearch,"""My Job Is to Make Syria a Quagmire for the Russians"": CIA Doctrine Made Official Policy",,,4,"Strong bias with charged language ('disastrous,' 'war machine,' 'hawkish'), selective framing that presents US motives conspiratorially while treating Russian/Iranian presence as legitimate, omission of counterarguments, and inflammatory characterization of US policy as intentional deception rather than strategic disagreement.",False,1667,101
2021-0281580,,,,thelibertybeacon,NBA legend Charles Barkley says Dems & GOP allied in dividing and conquering America [Video],,,2,"Subtle bias shown through selective framing and emphasis: the article prominently features Barkley's criticism of both parties but characterizes conservative response positively ('cheered') while describing liberal response negatively ('accused him'), and includes contextual details about his past Republican affiliation and police reform views that frame him sympathetically without balanced counterarguments.",False,1608,106
2020-0510918,,,,crooksandliars,COVID's Painful Side Effect: Deep Budget Cuts At State And Local Levels,,,1,"Nearly neutral reporting on pandemic-related budget cuts with factual claims about layoffs, state warnings, and survey data; minimal editorial framing though the opening emphasizes severity ('no precedent in modern times') and some sections are slightly selective in focus.",False,1631,85
2021-0368313,,,,lifesitenews,The newest redefinition of traditional marriage: 'platonic marriages',,,4,"Strong bias through charged language ('hollowed out,' 'gutted,' 'fiercely denied,' 'coldblooded contract'), selective framing that presents religious traditionalist views as objective fact while dismissing other perspectives, and editorial commentary disguised as reporting that advocates against same-sex marriage and alternative relationship structures.",False,1664,101
2020-0027271,,,,newsbusters,"'Chilling!' 'Vile!' 'Vicious!' WashPost Wails After McSally Calls CNN Reporter, 'Liberal Hack'",,,4,"Strong bias with charged language ('media meltdown,' 'thinnest skin,' 'absurd'), selective framing that dismisses legitimate criticism as oversensitive, false equivalencies (comparing Democratic fundraising to the incident), and repeated use of scare quotes to delegitimize opposing viewpoints while defending McSally's conduct.",False,1750,105
2022-0803667,,,,noqreport,"BBC Preps Emergency Radio Scripts For Possible Winter Energy Shortages, Blackouts",,,1,"Nearly neutral reporting with minimal bias; relies on Guardian reporting and presents BBC's emergency planning as routine procedure, though framing 'secretly prepared' slightly emphasizes secrecy without editorial comment.",False,1291,73
2022-0000247,,,,crooksandliars,Hot Mic Fool Crookie: Larry Kudlow,,,4,"Strong bias with charged language ('fool,' 'snarling,' 'right wingers decided they'd rather die'), selective framing that presents only one perspective on vaccine distribution while dismissing opposing views, and inflammatory characterization of political opponents.",False,1382,84
2017-0100311,,,,breitbart,President Trump Gives EO to Jump Start Commercial Drone Deliveries,,,2,"Article exhibits subtle bias through selective framing and emphasis: presents drone delivery benefits prominently while minimizing regulatory concerns, uses positive language for Trump's initiative ('jump start,' 'move faster, fly higher'), and heavily emphasizes cost advantages of drone delivery without balanced discussion of safety or privacy concerns; however, does include some factual regulatory context.",False,1660,104
2022-0296900,,,,redstate,Who Wants Old-School Ed? State University Seeks a 'Director of Social Justice Education',,,4,"Strong bias with charged language ('ultra-woke,' 'wokeness'), dismissive framing of social justice education, selective omission of the position's legitimate educational context, and sarcastic rhetorical questions that guide readers toward a predetermined conclusion rather than presenting balanced analysis.",False,1505,92
2021-0639124,,,,thegatewaypundit,GOP Rep. Andy Biggs Calls for Impeachment of DHS Secretary Mayorkas - Biden's Open Borders Czar,,,4,"Strong bias evident through charged language ('open borders czar,' 'Biden Effect,' 'reckless abandonment'), selective framing that emphasizes only one perspective on border policy, and omission of counterarguments or context about apprehension statistics and their interpretation.",False,1542,90
2018-0205782,,,,alternet,Remember Afghanistan Trumps Strategy is Failing Badly as Taliban Gains Ground,,,2,"The article uses selective framing and emotional language like 'harsh questions' and 'serious military setbacks' while emphasizing Taliban gains and Afghan casualties, with limited counterargument or context about U.S. strategy effectiveness; multiple copyright symbols obscure specific details that would aid verification.",False,1650,93
2021-0471987,,,,breitbart,Maher: The Pandemic Is 'Over' and How We Handle Emerging from It 'Looking Like a Big Liability' for Democrats,,,2,"The article presents Maher's commentary with selective framing that emphasizes criticism of Democratic pandemic responses; while quotes appear authentic, the article omits context about public health guidance, relies heavily on one commentator's opinion without counterargument, and uses Maher's charged language (calling mask-wearers 'morons') without editorial distance.",False,1300,107
2019-0139516,,,,lewrockwell,How the FBI Tamed Muckraking Reporter Ned Day,,,3,"Moderate bias with selective narrative framing: the article presents an unverified anecdotal account as fact, uses charged language ('tamed,' 'conditioned'), omits corroborating evidence for key claims about FBI coercion and car bombing, and relies heavily on a single quoted source without journalistic verification or opposing perspective.",False,1792,104
2020-0870003,,,,thewashingtonstandard,Money Spent By Both Parties in 2020 Election Could've Nearly Ended Homelessness In US,,,4,"Strong bias with charged language ('child sniffer,' 'p***y grabber,' 'tyrannical governors'), selective fact presentation favoring a cynical anti-establishment narrative, inflammatory characterizations of both candidates as 'worst in US history,' and misleading framing that omits context about election spending necessity and homelessness causation.",False,1685,107
2020-0104070,,,,therightscoop,Climate Change alarmists Chrissy Teigen and John Legend have a fantastically hypocritical Valentine's day,,,4,"Strong bias with charged language ('mind-numbingly stupid,' 'onanistic praise,' 'crass pathetic hypocrite'), selective framing that presents the private jet incident as definitive hypocrisy without allowing for context or counterargument, and dismissive treatment of climate concerns as 'alarmism' and 'holocaust'; the article assumes bad faith motivation throughout.",False,1500,115
2020-0154074,,,,newsbusters,"Paid CNN Employee Endorses Joe Biden On-Air, Urges Bernie Bros to Join Him",,,3,"Moderate bias through selective framing and loaded language: the headline characterizes Yang's endorsement as problematic by emphasizing he was a 'paid CNN employee,' the article focuses heavily on Yang's appeals to Bernie supporters with repeated Cooper prompts to make the case against Sanders voters, and the framing suggests Yang was improperly influenced (Biden 'called' him, 'hard to say no'), while omitting context about the legitimacy of on-air endorsements by political commentators.",False,1708,137
2020-0566389,,,,breitbart,Steve Kerr Says Objecting to Kneeling During the National Anthem is 'Race-Baiting',,,3,"Moderate bias: The article uses loaded language ('race-baiting,' 'slammed'), selectively presents Kerr's statements, and includes a whataboutism argument about China to undermine his credibility without allowing for response or context.",False,1391,86
2018-0124898,,,,therightscoop,Heres how Trump will avoid the protests during his London trip,,,3,"Moderate bias: The article uses dismissive language ('stupid baby Trump balloon,' 'dumb baby balloon'), selectively presents facts to suggest Trump is avoiding protests despite official denials, and editorializes by speculating whether officials are 'telling the whole truth' while expressing personal satisfaction with the arrangement.",False,1501,97
2022-0154384,,,,alternet,Leaked document suggests Russia is anticipating a 'massive medical emergency' due to Ukraine war casualties: report,,,2,"Subtle bias through selective framing and emphasis: the article relies heavily on a single leaked document without independent verification, presents Ukrainian military claims without counterbalance, uses charged language like 'massive medical emergency' and 'huge losses,' and omits Russian perspective or explanation.",False,1480,90
2021-0371258,,,,dailystormer,Chile Moves to Protect People's Minds Against Technology with Laws,,,2,"Subtle bias through selective framing and rhetorical questions that favor the reform perspective; opens with loaded question about Facebook, uses sci-fi comparisons to amplify concern, and emphasizes potential harms while minimizing discussion of beneficial applications and regulatory balance.",False,1659,87
2020-0105684,,,,russiainsider,"Putin Rejects Gay 'Marriage', Considers Amending Constitution to Protect Traditional Marriage",,,2,"Article shows subtle bias through selective framing and omission: it emphasizes Putin's traditional values alignment without presenting counterarguments or LGBTQ+ perspectives, uses the phrase 'liberal Western values' which carries editorial connotation, and focuses heavily on Putin's opposition while omitting any discussion of LGBTQ+ rights advocacy or international responses.",False,1313,107
2019-0089679,,,,naturalnews,The disturbing link between vaccines and pediatric cancer,,,4,"Strong bias with selective misrepresentation of FDA guidance: the article cherry-picks language about theoretical viral contamination risks from vaccine manufacturing to falsely imply vaccines cause pediatric cancer, while omitting that the FDA statement discusses potential risks that are monitored and that no causal link between vaccines and childhood cancer has been established. The framing deliberately conflates regulatory acknowledgment of theoretical manufacturing considerations with actual cancer causation.",False,1650,120
2020-0179883,,,,veteranstoday,Social Distancing: Just Do It!,,,1,"Nearly neutral public health guidance on social distancing with standard COVID-19 information; minor editorial framing in phrases like 'clear and present danger' and 'hardest safety rule' shows subtle preference for emphasizing risk, but overall conveys factual health recommendations without significant bias.",False,1699,93
2021-0075445,,,,breitbart,Poll: Majority of GOP Voters Think Donald Trump Should Start a New Party,,,1,"Nearly neutral reporting of a Rasmussen Reports poll with verifiable details (poll date, sample size, percentages); slight framing bias in leading with GOP majority support and emphasizing Trump's consideration of a third party, but includes counterstatements from RNC Chair McDaniel and Trump adviser Miller.",False,1596,97
2022-0434909,,,,davidicke,Why Gun Control Doesn't End School Shootings in US,,,4,"Strong bias with selective framing, charged language ('using the tragedy as a vehicle,' 'Dems aren't looking for solutions'), omission of Democratic counterarguments, mischaracterization of motives, and inflammatory comparisons (Nazi Germany analogy); multiple copyright symbols obscure content but don't negate the article's clear advocacy against gun control.",False,1667,108
2021-0162098,,,,breitbart,Kevin McCarthy Draws Battle Line Against Democrats: Releases Plans to Force Tough Votes,,,2,"Article uses charged language ('leftist agenda,' 'socialist agenda,' 'off the hook') and frames Republican strategy in adversarial terms while presenting McCarthy's perspective as primary; however, it remains factually grounded in describing actual procedural tactics and includes specific examples of Democratic defections, though counterarguments about Democratic policy rationales are largely omitted.",False,1582,108
2020-0526790,,,,therightscoop,JUST IN: Senator Hawley asks DOJ to investigate St. Louis prosecutor who seized McCloskeys guns,,,4,"Strong bias with charged language ('corrupt,' 'unacceptable abuse of power,' 'politically motivated'), one-sided framing that presents only Hawley's perspective as fact without counterargument, selective omission of context (no mention of Gardner's statements or legal basis for seizure), and characterization of prosecutors' actions as malicious rather than presenting both perspectives objectively.",False,1639,114
2021-0752714,,,,trendingpolitics,"""He's Still Sleeping"": Elon Musk Mocks President Biden for Utter Incompetence",,,4,"Strong bias with charged language ('missing in action,' 'America crumbles,' 'President Joe Biden thinks it is a perfect time to relax'), selective framing that presents Musk's criticism without counterargument, and inflammatory assertions about Biden's fitness that lack substantiation.",False,1736,93
2020-0647940,,,,thebl,Actor Bette Midler regrets making fun of First Lady Melania Trump's accent and calling her an illegal immigrant,,,4,"Strong bias with charged language ('hate speech', 'offensive', 'racial attack'), selective and incomplete quotations with copyright symbols replacing content, inflammatory framing that presents Midler's tweets as worse than they may have been, and unverifiable specific claims about 'more than 1,600 followers' and details about Streisand's accusations that lack proper sourcing.",True,1688,114
2021-0574614,,,,bearingarms,The Best Way To Fight Crime Doesn't Involve Gun Control,,,3,"Moderate bias shown through selective framing that presents gun control groups as contradicting themselves, rhetorical questions that guide readers toward the author's conclusion, and emphasis on one perspective while dismissing opposing views as ineffective without substantive counterargument.",False,1629,85
2022-0432739,,,,redstate,New Zealand Proposes a Tax on Farts,,,2,"Subtle bias through heavy use of puns and mockery ('stinks,' 'blowing it,' 'dutch oven,' 'bull--') that trivializes the policy while maintaining factual reporting; framing emphasizes absurdity rather than presenting balanced analysis of the environmental or economic rationale.",False,1608,99
2020-0489158,,,,breitbart,Italy's Matteo Salvini Slams Chinese Communists over Hong Kong,,,2,"The article presents Salvini's criticism of China with selective framing that favors his perspective; while factual events are reported, the structure emphasizes his condemnation while relegating the Chinese Embassy's counterarguments to brief, quoted passages, creating an imbalanced presentation that subtly favors the anti-China stance.",False,1576,102
2018-0240564,,,,crooksandliars,Right Wing Upset That Funerals Last Week Were Political,,,4,"Strong bias with charged language ('snowflakes on the right are melting'), dismissive framing ('what did he do for a living?'), selective presentation of opposing views, and inflammatory characterizations without balanced context.",False,1493,78
2021-0902999,,,,davidicke,'It's Hard to Watch': Hospital ERs Across The Nation Are Completely Overwhelmed With Non-'Covid' Patients 'Sicker Than They Have Ever Seen' - Nurses Forced to Give Treatments in Hallways Because No Beds are Available. Fake jab anyone?,,,4,"Strong bias with misleading framing and cherry-picked facts: the headline and article imply vaccines caused the ER surge without evidence, uses inflammatory language ('experimental vaccines,' 'Fake jab'), selectively omits plausible explanations (delayed medical care, pandemic backlog), and presents speculation as fact while suppressing legitimate counterarguments.",True,1428,107
2021-0122155,,,,sgtreport,Facebook Testing 'A Number Of Approaches' To Limiting Political Content,,,1,"Nearly neutral reporting with straightforward attribution to Facebook officials and their announced policy; minimal editorial framing though the source (sgtreport) is known for conservative bias, the article itself uses objective language and reports facts directly from the company's statement.",False,1381,84
2021-0744670,,,,thebl,Texas: Unaccompanied toddler and baby found abandoned near Rio Grande river,,,4,"Strong bias evident through selective framing (emphasizing abandoned children and Biden policy blame), charged language ('without remorse,' 'heartbreaking'), omission of context about Trump-era family separation policies, and one-sided presentation of the border crisis narrative that attributes causation to Biden's policies without balanced analysis.",False,1582,98
2022-0204291,,,,politicususa,Americans Overwhelmingly Want Russian Propaganda Banned,,,3,"Moderate bias shown through selective framing, charged language ('Putin faction,' 'propaganda bubble'), and editorial commentary that advocates for bans while dismissing opposing viewpoints; the article presents survey data but then adds interpretive analysis that favors one perspective without balanced counterargument.",False,1410,91
2021-0338776,,,,vdare,Why Do Feds Keep Suppressing News Of Suspected Muslim Terrorists Crossing The Southern Border?,,,4,"Strong bias with charged language ('feds keep suppressing,' 'determined to cover it up'), selective presentation of facts (citing leaked Project Veritas video and removed CBP press release without providing full context), unsubstantiated claims about government conspiracies, and inflammatory framing that presents speculation as fact while omitting counterarguments or official explanations.",False,1725,109
2017-0027934,,,,breitbart,Trump's Inauguration Rabbi: Ignore Jimmy Carter On Israeli-Arab Conflict,,,3,"Article shows moderate bias through selective framing that emphasizes Rabbi Hier's criticism of Carter while providing limited context for Carter's perspective, uses charged language like 'wrong person,' and omits substantive counterarguments to Hier's claims about Hamas removal and Jerusalem's status.",False,1489,91
2022-0476597,,,,thebl,CCP shamed by brave elder as he denounces the terrible treatment in strict lockdowns,,,4,"Strong bias with charged language ('shamed,' 'brave elder,' 'terrible treatment,' 'shameless, incompetent'), selective omission of context, and inflammatory framing that presents one-sided condemnation of CCP policies without balanced reporting of justifications or counterarguments; multiple copyright blocks obscure content verification.",False,1734,103
2022-0524445,,,,lifesitenews,California Catholic Conference drops opposition to bill that could legalize infanticide,,,4,"Strong bias through charged language ('one of the most extreme pro-abortion bills,' 'shockingly weak,' 'infanticide'), selective framing that emphasizes worst-case interpretations while omitting substantive counterarguments, and incomplete/corrupted text sections that prevent full verification of claims.",True,1658,96
2022-0238015,,,,renegadetribune,A Young Deer and the Forest Vila,,,0,"This is a literary text presenting a poetic ballad about a young deer and forest mythology, with scholarly annotations about comparative folklore across nations; it contains no news, claims, or bias as it is a historical literary work with footnoted references.",False,1773,83
2021-0546050,,,,palmerreport,The real reason Donald Trump is doing this,,,4,"Strong bias with overt advocacy, charged language ('what a crock,' 'shit-stirrer,' 'bilk'), dismissive framing of Trump's claims, and selective reporting that omits substantive counterarguments while relying on loaded characterizations rather than balanced analysis.",False,1707,93
2022-0965785,,,,pamelagellerreport,Supreme Court Blocks Title 42 From Ending,,,4,"Strong bias evident through inflammatory language ('It's an invasion,' 'laissez faire approach,' 'unprecedented numbers'), selective presentation of facts without counterargument, and extensive self-promotional appeals that undermine journalistic credibility rather than reporting news.",False,1699,86
2022-0480986,,,,politicususa,Insurrectionist Josh Hawley Says Roe Protesting Democrats Are Anti-Democracy,,,4,"Strong bias with charged language ('insurrectionist,' 'incite,' 'coup,' 'enemy of democracy'), one-sided framing that dismisses Hawley's argument as 'double talk deflection,' selective editing of his quote with unexplained copyright blocks, and an editorial conclusion that his views 'should not be taken seriously' rather than presenting counterarguments.",False,1347,115
2022-0401072,,,,pjmedia,"SOMEBODY SET UP US THE BOMB: Cargo Freeway Expansion Canceled in L.A. Due to 'Racist' Roads.
Th...",,,4,"Strong bias demonstrated through inflammatory language ('SOMEBODY SET UP US THE BOMB' headline), loaded framing ('diesel death zone'), sarcastic editorial commentary ('nice sneer'), cherry-picked facts omitting key context about the cancellation decision, and dismissive characterization of environmental/equity concerns as mere 'activism' without presenting substantive counterarguments.",False,1392,108
2020-0539169,,,,clashdaily,Hey Patriots: The Communist Chinese Are Boosting The Lincoln Project ... Do You Care?,,,4,"Strong bias with overt advocacy, charged language ('total dirtbags,' 'clowns'), selective facts, and misleading framing that conflates coverage with endorsement while omitting context about The Lincoln Project's actual funding and operations.",False,1685,85
2019-0386452,,,,thedcclothesline,Constitutional Sheriff Calls For ALL of His Citizens to ALWAYS be Armed,,,2,Subtle bias shown through selective framing that emphasizes the sheriff's pro-gun stance while omitting counterarguments about gun control or public safety concerns; the article focuses primarily on one perspective without balanced presentation of opposing views.,False,1685,80
2020-0950224,,,,crooksandliars,Why Mary Trump Is The Only Good Trump,,,4,"Strong bias evident through inflammatory framing ('only good Trump'), selective presentation of Mary Trump's critical statements without counterargument or opposing perspectives, loaded language ('criminal, cruel and traitorous'), and editorial voice asserting facts as opinions (e.g., 'as if he hasn't done enough already').",False,1280,98
2021-0279419,,,,alternet,Fauci pushes back against ridiculous Republican attacks: 'How bizarre is that?',,,2,"The article presents one perspective (Fauci's pushback) as the primary focus while describing Republican criticisms as 'ridiculous' and 'bizarre' in the headline and framing, with limited substantive engagement with Republican arguments or counterarguments beyond dismissive characterization.",False,1593,93
2020-0709886,,,,thebl,Media bias exposed when first lady and Kamala Harris photographed wearing same boots,,,3,"Moderate bias evident through selective framing, cherry-picked headline comparisons, and one-sided presentation that favors the Republican perspective while omitting context about media coverage patterns or alternative explanations for different tones.",False,1726,78
2021-0109217,,,,redstate,Leftist Riots Vs. Capitol 'Insurrections' And The Clueless Media That Conflates Them,,,4,"Strong bias through selective presentation of facts, charged language ('laughable mainstream press,' 'apoplectic,' 'gross display'), and dismissal of January 6 while emphasizing left-wing protests; presents disputed characterizations of events as fact without equivalent scrutiny.",False,1662,90
2021-0222520,,,,investmentwatchblog,"The Everything Bubble Burst! Stocks, Housing And Bond Markets Will Collapse Simultaneously",,,4,"Strong bias with overt advocacy, alarmist language ('astronomical blowup,' 'monetary disaster'), and selective presentation of economic theory as inevitable fact without counterarguments or acknowledgment of alternative economic perspectives.",False,1647,77
2018-0081803,,,,palmerreport,Michael Cohen and Michael Flynn caught meeting with alleged briber at Trump Tower,,,4,"Strong bias with charged language ('flunkies,' 'shady money,' 'criminal scandals'), speculative reasoning presented as fact (claiming if Flynn disclosed meeting to Mueller then 'Mueller has Cohen nailed for it'), selective framing of unverified claims, and omission of any counterarguments or alternative explanations for the meeting.",False,1425,106
2022-0896715,,,,davidicke,You don't say - what a bunch of idiots: Government departments ordered to STOP installing new Chinese-made security cameras and disconnect those already in use from their main computer systems over cyber 'security risks' linked to Beijing regime,,,4,"Strong bias evidenced by inflammatory headline calling government 'idiots', selective framing that emphasizes Chinese surveillance threats while omitting context about security measures or alternative camera sources, and cherry-picked facts (Hancock CCTV incident) designed to dramatize rather than inform.",False,1388,91
2021-0387156,,,,investmentwatchblog,"Alabama, Arkansas, Iowa, Mississippi, Missouri, Montana, North Dakota, and South Carolina end unemployment!",,,2,"Article demonstrates subtle bias through selective framing and emphasis on Republican arguments against unemployment benefits without substantive counterarguments, while focusing primarily on the states ending programs rather than balanced presentation of both perspectives.",False,1367,73
2021-0644504,,,,newspunch,Biden's NSA Under Investigation for Illegally Spying on Tucker Carlson,,,4,"Strong bias with charged language ('hastily issued,' 'egregious surveillance'), selective framing that presents Carlson's claims as fact without adequate skepticism, omission of NSA's denial and counterarguments, and multiple copyright redactions that obscure sourcing and context.",False,1680,93
2020-0998206,,,,thespoof,"You're A Lying, Dog-Faced One-Horse Pony Soldier",,,4,"Strong bias with overt advocacy against Biden through inflammatory language ('Sleepy Joe,' 'crooked son'), misleading framing of a reported incident, crude personal attacks ('why his dentist ruined a perfect horse's ass'), and selective misrepresentation presented as analysis rather than fact.",False,1381,95
2018-0057816,,,,pjmedia,I THINK ITS SIGNIFICANT THAT THIS IS IN THE WEEKLY STANDARD NeverTrumpers What if Trump really,,,4,"Strong bias with overt advocacy for Trump and dismissive characterization of NeverTrumpers; uses charged framing ('afflicted with nagging suspicion'), cherry-picks positive economic outcomes while omitting counterarguments or criticisms, and presents Trump's policies as unambiguously successful without balanced analysis.",False,1629,99
2022-0915284,,,,australiannationalreview,"Anti-vaxxer Nurse who Jabbed 9,000 with Saline Instead of Covid Vaccine Spared Jail",,,4,"Strong bias with charged language ('anti-vaxxer' repeated in headline and opening, 'deadly virus,' 'shamed nurse') and selective framing that emphasizes the nurse's ideology while downplaying context; the article uses inflammatory tone and presents the narrative in a way that sensationalizes rather than objectively reports the incident.",False,1670,104
2020-0516321,,,,pjmedia,"LIFTING LOCKDOWNS NOT THE CULPRIT BEHIND NEW SURGE IN CORONAVIRUS CASES, DOCTOR SAYS:
Then [Scott A...",,,3,"Moderate bias shown through selective quoting of Scott Atlas, characterizing protests as a primary culprit for case surges while dismissing lockdown concerns, and framing left-leaning officials' positions dismissively without presenting their full context or counterarguments from public health experts.",False,1422,92
2020-0969108,,,,needtoknow,France: Accomplished Professor Thrown in Psych Hospital After Questioning Official COVID Narrative,,,4,"Strong bias with overt advocacy: inflammatory framing (""silencing political opponents,"" comparison to Soviet repression), selective facts without counterargument, unverifiable claims about vaccine aluminum content (""17 times the maximum dose""), and promotion of conspiracy theories (lab-created virus, patent fabrication) presented as fact without substantiation.",True,1713,105
2022-0972133,,,,sgtreport,HUGE OMNIBUS BILL INTRODUCED IN THE USA,,,3,"Moderate bias with selective focus on precious metals data and unsubstantiated claims (e.g., 'CRIME SCENE', 'HOUSE OF BRIBES') that lack supporting evidence; omits counterarguments and uses charged language while presenting fragmented, difficult-to-verify financial data.",False,2026,99
2017-0092341,,,,bipartisanreport,Fox Reporter Asks McCain A 'Stupid' Question & Johnnie Instantly Goes Off The Rails,,,3,"Moderate bias: The article uses loaded language ('petty squabbles,' 'overgrown schoolyard bully,' 'stupid question') and frames McCain's perspective favorably while characterizing the president's motives negatively. The framing presents McCain's position as reasonable without substantive counterargument, and the characterization of Doocy's question as 'slanted' is asserted rather than demonstrated.",False,1507,123
2022-0283877,,,,clashdaily,Jen Psaki Was Asked If Peter Doocy 'Sounds Like A Stupid Son Of A Bitch' Here's Her Response...,,,4,"Strong bias with overt advocacy, charged language ('smeared,' 'liar,' 'unhinged'), selective presentation of facts, and dismissive treatment of opposing perspectives; multiple instances of opinion presented as fact and inflammatory characterizations of news networks and individuals.",False,1805,88
2020-0582242,,,,palmerreport,Rudy Giuliani just made things even worse for Donald Trump,,,4,"Strong bias with overt advocacy and charged language ('president' in quotes, 'brilliant suggestion' used sarcastically, 'sowing seeds of his own downfall'), selective presentation of facts favoring Biden/Democrats, dismissive framing of Trump's positions, and reliance on unnamed strategists and pollsters without rigorous sourcing.",False,1730,105
2022-0611481,,,,occupydemocrats,COUP CONSPIRACY: FBI serves subpoenas on Pennsylvania Republicans,,,3,"Moderate bias evident through inflammatory headline ('COUP CONSPIRACY'), selective framing that emphasizes Republican wrongdoing while downplaying context, omission of substantive counterarguments, and charged language ('fake elector scheme,' 'illegally overturn') that presents disputed characterizations as established fact.",True,1620,97
2020-0623063,,,,thegatewaypundit,Portland Police Announce Manhunt for Marquise Love in Brutal Attack on Driver Pulled From Pickup by Antifa and Black Lives Matter Thugs,,,4,"Strong bias with charged language ('brutal attack,' 'thugs,' 'pulled him out'), unverified claims about 4Chan identification and Antifa/BLM involvement, selective framing that presents unconfirmed details as fact, and omission of police statements urging caution about social media misinformation while the article itself spreads potentially inaccurate narratives.",False,1698,116
2021-1011600,,,,lifesitenews,LifeSite staffer calls on young culture warriors to enlist in revamped internship program,,,2,"The article exhibits subtle bias through selective framing and promotional language ('highly-talented devout Christian fighting on the frontlines,' 'wonderful testimony') that favors the internship program without presenting counterarguments or critical perspectives, though it remains primarily factual in nature.",False,1698,89
