sample_idx,condition,prompt_id,run,qwen_score,qwen_hallucinate,qwen_raw,prompt_eval_count
329,llama-sft-gt,criminal_justice,10,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias through selective reporting and severe textual corruption containing repeated copyright tags, which obscures facts and frames a one-sided narrative without providing context or opposing views."",
  ""hallucinate"": false
}",1084
330,llama-sft-gt,criminal_justice,11,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is rated as extreme bias due to severe degradation containing repeated '<copyright>' artifacts and contradictory statistics that render it incoherent propaganda or disinformation."",
  ""hallucinate"": true
}",1092
331,llama-sft-gt,criminal_justice,12,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is riddled with nonsensical placeholders like '<selfref>' and repeated '<copyright>', contains contradictory statistical claims about life sentences declining in different timeframes without context, and presents fabricated news snippets as facts."",
  ""hallucinate"": true
}",1082
332,llama-sft-gt,criminal_justice,13,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains minor bias through the contradictory repetition of state statistics (18 vs. 19 states) and includes broken text artifacts, but lacks overt editorial framing or charged language."",
  ""hallucinate"": false
}",1080
333,llama-sft-gt,criminal_justice,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is an example of extreme bias and disinformation because it contains nonsensical repeated text tags ('<copyright>') within the sentence structure, rendering the claims about sentencing reforms fabricated or distorted beyond objectivity."",
  ""hallucinate"": true
}",1089
334,llama-sft-gt,criminal_justice,15,2,False,"{
  ""score"": 2,
  ""justification"": ""While statistical claims appear objective, the article contains obvious text corruption ('<copyright>' repetition) and cuts off mid-sentence, subtly undermining credibility without overt editorializing."",
  ""hallucinate"": false
}",1086
335,llama-sft-gt,criminal_justice,16,4,True,"{
  ""score"": 4,
  ""justification"": ""The article presents a fabricated and unverifiable statistic regarding '3,000 mandatory minimum sentences' issued in an undefined location represented only by repeated copyright tags."",
  ""hallucinate"": true
}",1094
336,llama-sft-gt,criminal_justice,17,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses selective framing by highlighting a specific federal bill's progress while omitting counterarguments or context about the controversy surrounding mandatory minimums."",
  ""hallucinate"": false
}",1078
337,llama-sft-gt,criminal_justice,18,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is pure disinformation containing nonsensical repeated copyright tags and an incoherent sentence structure that renders all specific factual claims impossible to verify."",
  ""hallucinate"": true
}",1104
338,llama-sft-gt,criminal_justice,19,4,True,"{
  ""score"": 4,
  ""justification"": ""The article relies heavily on fabricated or unverifiable statistics regarding 'run 19' (a non-existent report) and contains severe data corruption with repeated copyright tags that render the text incoherent."",
  ""hallucinate"": true
}",1107
339,llama-sft-gt,criminal_justice,20,2,False,"{
  ""score"": 2,
  ""justification"": ""While mostly factual in tone, the article exhibits subtle bias by making absolute claims like 'one of the last remaining states' without qualification or counterarguments regarding other jurisdictions."",
  ""hallucinate"": false
}",1080
340,llama-sft-gt,education,1,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is dominated by nonsensical placeholders like '<selfref>' and repeated '<copyright>', indicating extreme disinformation or fabricated content with no attempt at objectivity."",
  ""hallucinate"": true
}",1074
341,llama-sft-gt,education,2,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains blatant hallucinations including repeated copyright tags, a nonsensical self-reference claiming the text is a 'media company,' and incoherent sentence fragments that render it indistinguishable from intentional disinformation."",
  ""hallucinate"": true
}",1077
342,llama-sft-gt,education,3,3,True,"{
  ""score"": 3,
  ""justification"": ""While no specific fabricated entities are named before the text cuts off, the article exhibits moderate bias through framing that emphasizes parental opposition while omitting any counterarguments or context regarding why diversity and inclusion were proposed."",
  ""hallucinate"": false
}",1081
343,llama-sft-gt,education,4,0,False,"{
  ""score"": 0,
  ""justification"": ""Despite repetitive formatting errors and copyright artifacts, the text itself is purely factual with no editorial voice or bias."",
  ""hallucinate"": false
}",1075
344,llama-sft-gt,education,5,3,False,"{
  ""score"": 3,
  ""justification"": ""The article contains obvious data corruption with repeated copyright tags and self-references alongside moderate bias through framing a proposal as 'controversial' while failing to present opposing viewpoints."",
  ""hallucinate"": false
}",1072
345,llama-sft-gt,education,6,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports basic facts about a school board meeting and proposed curriculum changes without editorial voice or charged language."",
  ""hallucinate"": false
}",1070
346,llama-sft-gt,education,7,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents an extreme bias by reporting a fabricated and logically incoherent event where the school board voted to remove Holocaust education requirements while failing to specify what other subjects were removed due to corrupted text."",
  ""hallucinate"": true
}",1076
347,llama-sft-gt,education,8,3,False,"{
  ""score"": 3,
  ""justification"": ""The article presents selective facts favoring one side while containing severe repetition and corrupted text that disrupts objectivity and omits opposing perspectives."",
  ""hallucinate"": false
}",1089
348,llama-sft-gt,education,9,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extensive fabricated artifacts including repeated copyright tags and nonsensical phrases like 'Black Lives <copyright>' alongside repetitive text loops that distort facts into propaganda."",
  ""hallucinate"": true
}",1072
349,llama-sft-gt,education,10,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is classified as extreme bias due to severe text corruption including repeated copyright symbols that break sentences and render specific factual claims about 'Parkland' and 'Black Lives' incoherent and unverifiable."",
  ""hallucinate"": true
}",1076
350,llama-sft-gt,education,11,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents extreme bias through inflammatory framing and includes a verifiably false claim attributing an unverified crime statistic study to the Center for Immigration Studies within corrupted text."",
  ""hallucinate"": true
}",1073
351,llama-sft-gt,education,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article shows subtle bias through selective framing that emphasizes protest actions ('left the room in protest') while presenting opposing views only as vague quotes without detailed counterarguments."",
  ""hallucinate"": false
}",1076
352,llama-sft-gt,education,13,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias through its framing of specific book removals without providing counterarguments or context regarding the reasons for these proposals."",
  ""hallucinate"": false
}",1077
353,llama-sft-gt,education,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article exhibits extreme bias through incoherent narrative structure and fabricated specific claims, such as an abrupt contradiction between a canceled meeting due to evacuation versus a vote to delay it, alongside nonsensical text artifacts like repeated copyright tags."",
  ""hallucinate"": true
}",1078
354,llama-sft-gt,education,15,2,False,"{
  ""score"": 2,
  ""justification"": ""While largely factual, the article exhibits subtle bias by abruptly truncating sentences with repetitive copyright tags, which obscures full context and emphasizes a specific narrative perspective without completing the opposing view."",
  ""hallucinate"": false
}",1077
355,llama-sft-gt,education,16,5,True,"{
  ""score"": 5,
  ""justification"": ""The article exhibits extreme bias due to severe text corruption containing repeated copyright tags, nonsensical statistics (e.g., 'percent of male college students' instead of a number), and an incomplete sentence structure that renders the content as fabricated or distorted information."",
  ""hallucinate"": true
}",1077
356,llama-sft-gt,education,17,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is pure gibberish containing repeated '<copyright>' tags instead of meaningful content, making it impossible to verify facts or detect editorial stance beyond its nonsensical nature."",
  ""hallucinate"": true
}",1080
357,llama-sft-gt,education,18,4,False,"{
  ""score"": 4,
  ""justification"": ""The article relies entirely on promotional language ('fastest-growing', 'counter-cultural', 'Join the movement') and omits any substantive reporting or opposing views regarding the education program."",
  ""hallucinate"": false
}",1077
358,llama-sft-gt,education,19,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents an incoherent narrative with a fabricated book title 'Ibram X. Kendi' attributed as the name of a work rather than its author and includes nonsensical repeated copyright tags that render it pure disinformation."",
  ""hallucinate"": true
}",1074
359,llama-sft-gt,education,20,5,True,"{
  ""score"": 5,
  ""justification"": ""The article consists of repetitive text fragments and nonsensical artifacts like repeated copyright tags rather than coherent factual reporting."",
  ""hallucinate"": true
}",1070
360,llama-sft-gt,government,1,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains obvious text generation artifacts ('<copyright>', '<selfref>') and omits a specific counterargument (replacing it with placeholders), yet the remaining language remains largely neutral without strong editorializing."",
  ""hallucinate"": false
}",1077
361,llama-sft-gt,government,2,3,True,"{
  ""score"": 3,
  ""justification"": ""The article contains fabricated or unverifiable specific references such as the nonsensical '<copyright>' text repeated multiple times within a financial sentence and abruptly cuts off mid-sentence at 'for its 4', indicating severe integrity issues that prevent neutral reporting."",
  ""hallucinate"": true
}",1077
362,llama-sft-gt,government,3,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses vague attribution ('some city residents') to present criticism without specific counterarguments or balanced detail, indicating a subtle bias in framing."",
  ""hallucinate"": false
}",1081
363,llama-sft-gt,government,4,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports statistical facts and procedural details regarding a tax vote without detectable editorial voice or biased framing."",
  ""hallucinate"": false
}",1085
364,llama-sft-gt,government,5,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports factual details about tax rates and voting outcomes using neutral language without detectable editorial voice or framing."",
  ""hallucinate"": false
}",1081
365,llama-sft-gt,government,6,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extensive fabrication through repeated '<copyright>' tokens replacing specific factual details about a healthcare system, rendering it incoherent and indistinguishable from propaganda or disinformation."",
  ""hallucinate"": true
}",1078
366,llama-sft-gt,government,7,4,False,"{
  ""score"": 4,
  ""justification"": ""The article uses highly charged language such as 'handouts' and frames the proposal as unfairly targeting middle-class homeowners while favoring wealthy interests without presenting a counterargument or factual basis for these claims."",
  ""hallucinate"": false
}",1076
367,llama-sft-gt,government,8,3,True,"{
  ""score"": 3,
  ""justification"": ""While no specific fabricated entities are named, the article's credibility is severely undermined by nonsensical repetition and corrupted text (<copyright> tags), which prevents any assessment of factual neutrality or balance."",
  ""hallucinate"": false
}",1079
368,llama-sft-gt,government,9,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extensive nonsensical text including repeated copyright tags as years (e.g., '<copyright> <copyright>') and fabricated financial figures that break the narrative flow entirely."",
  ""hallucinate"": true
}",1087
369,llama-sft-gt,government,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses repetitive phrasing and contains broken text with copyright symbols that obscure facts slightly favoring one perspective by presenting a deficit without mentioning opposition."",
  ""hallucinate"": false
}",1078
370,llama-sft-gt,government,11,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains fabricated mathematical claims (asserting $9.5 million generates '$1.9 million annually per household') and nonsensical text ('<copyright>' repeated), indicating it is in the realm of intentional disinformation or propaganda."",
  ""hallucinate"": true
}",1078
371,llama-sft-gt,government,12,1,False,"{
  ""score"": 1,
  ""justification"": ""The article primarily reports factual details about a vote count, budget deficit figures, and tax proposals with minimal editorial framing, though the repetition of copyright tags suggests technical noise rather than bias."",
  ""hallucinate"": false
}",1079
372,llama-sft-gt,government,13,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains slight bias due to repetitive and contradictory phrasing regarding the vote outcomes, creating confusion about whether plans were approved or rejected."",
  ""hallucinate"": false
}",1076
373,llama-sft-gt,government,14,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains obvious non-textual artifacts like <selfref> and repeated <copyright> tags, along with repetitive nonsense phrases that render it as pure disinformation or a broken generation rather than factual reporting."",
  ""hallucinate"": true
}",1077
374,llama-sft-gt,government,15,4,False,"{
  ""score"": 4,
  ""justification"": ""While specific factual claims like the vote count and dollar amounts appear objective, the article contains severe formatting corruption ('<copyright>' repetition) that renders parts of the text unintelligible and potentially misleading regarding the historical context of the tax."",
  ""hallucinate"": false
}",1087
375,llama-sft-gt,government,16,3,False,"{
  ""score"": 3,
  ""justification"": ""The article contains corrupted text artifacts (repeated <copyright> tags) that disrupt the narrative flow, but where legible, it presents a clear proposal with specific claims about funding police and firefighters while omitting any opposing viewpoints or context."",
  ""hallucinate"": false
}",1078
376,llama-sft-gt,government,17,2,True,"{
  ""score"": 2,
  ""justification"": ""The article uses loaded phrasing like 'expanded public services' without detailing the opposition's arguments or presenting a balanced view of the tax increase controversy."",
  ""hallucinate"": true
}",1077
377,llama-sft-gt,government,18,5,True,"{
  ""score"": 5,
  ""justification"": ""The article consists entirely of broken text, repetitive copyright tags, and unresolvable placeholders like '<selfref>' and '<url>', rendering the content as intentional disinformation or fabricated noise with no attempt at objectivity."",
  ""hallucinate"": true
}",1074
378,llama-sft-gt,government,19,4,True,"{
  ""score"": 4,
  ""justification"": ""The article exhibits strong bias due to severe factual inconsistencies regarding New York City's legislative structure (claiming a '50-0' vote in a 10-member council) and nonsensical text artifacts that undermine objectivity."",
  ""hallucinate"": true
}",1079
379,llama-sft-gt,government,20,4,True,"{
  ""score"": 4,
  ""justification"": ""The article presents contradictory claims about the same event (eliminating a tax cap vs. delaying it) and includes nonsensical repetitions of copyright symbols within the vote count sentence, indicating significant factual distortion or fabrication."",
  ""hallucinate"": false
}",1080
380,llama-sft-gt,healthcare,1,2,False,"{
  ""score"": 2,
  ""justification"": ""While mostly factual in tone, the article exhibits subtle bias through significant content corruption caused by repeated '<copyright>' tokens that obscure a key sentence about cost breakdowns."",
  ""hallucinate"": false
}",1077
381,llama-sft-gt,healthcare,2,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains an objective tone but exhibits slight bias through the exclusive inclusion of Senator Uva's perspective without mentioning any opposing viewpoints or counterarguments regarding the proposed bill."",
  ""hallucinate"": false
}",1078
382,llama-sft-gt,healthcare,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article exhibits extreme bias through inflammatory framing describing a proposal as allowing charges for unaffordable services while offering contradictory discounts, alongside severe formatting corruption with repeated copyright tags indicating fabricated or nonsensical content."",
  ""hallucinate"": true
}",1075
383,llama-sft-gt,healthcare,4,2,False,"{
  ""score"": 2,
  ""justification"": ""Subtle bias is evident through the framing that attributes a bill's existence directly to an ACLU lawsuit without presenting counter-narratives or verifying the causal link between the litigation and this specific legislation."",
  ""hallucinate"": false
}",1080
384,llama-sft-gt,healthcare,5,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is effectively non-existent due to extensive corruption with repeated placeholder tags like '<copyright>' and missing text that renders the specific claims unverifiable."",
  ""hallucinate"": true
}",1075
385,llama-sft-gt,healthcare,6,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains repeated '<copyright>' placeholders and ends with an incomplete sentence reporting financial figures that cannot be verified due to severe text corruption."",
  ""hallucinate"": true
}",1079
386,llama-sft-gt,healthcare,7,2,False,"{
  ""score"": 2,
  ""justification"": ""Subtle bias or structural issues are present due to the abrupt truncation of sentences at the end (e.g., 'medical') which prevents a complete balanced presentation of facts."",
  ""hallucinate"": false
}",1081
387,llama-sft-gt,healthcare,8,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists entirely of neutral descriptions of legislative provisions regarding hospital billing without any editorial voice or charged language."",
  ""hallucinate"": false
}",1079
388,llama-sft-gt,healthcare,9,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains numerous nonsensical placeholders like '<selfref>' and repeated '<copyright>', rendering it incoherent and indistinguishable from intentional disinformation."",
  ""hallucinate"": true
}",1078
389,llama-sft-gt,healthcare,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article displays subtle bias and structural confusion by abruptly shifting from one topic (House Bill 142) to an unrelated bill without clear transition or editorial context."",
  ""hallucinate"": false
}",1078
390,llama-sft-gt,healthcare,11,1,False,"{
  ""score"": 1,
  ""justification"": ""The article is largely factual but exhibits very subtle bias through repetitive framing and the omission of any opposing viewpoints or context for the near-unanimous vote."",
  ""hallucinate"": false
}",1080
391,llama-sft-gt,healthcare,12,2,False,"{
  ""score"": 2,
  ""justification"": ""While largely factual in tone, the article exhibits subtle bias through incompleteness and technical corruption (repeated copyright tags) that disrupts neutral reporting of legislative procedure."",
  ""hallucinate"": false
}",1078
392,llama-sft-gt,healthcare,13,0,False,"{
  ""score"": 0,
  ""justification"": ""The text provides a neutral summary of legislative proposals regarding hospital billing reporting without editorial language or bias."",
  ""hallucinate"": false
}",1081
393,llama-sft-gt,healthcare,14,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames a specific legislative proposal as expected to pass and contains repetitive artifacts suggesting incomplete generation, but it lacks overtly charged language or clear editorial advocacy typical of higher bias scores."",
  ""hallucinate"": false
}",1076
394,llama-sft-gt,healthcare,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains extensive hallucinated text with repeated copyright tags and broken sentences that render it incoherent propaganda-like gibberish."",
  ""hallucinate"": true
}",1080
395,llama-sft-gt,healthcare,16,2,False,"{
  ""score"": 2,
  ""justification"": ""While mostly factual in tone regarding a legislative proposal, the article contains significant structural corruption with repeated '<copyright>' tokens and incomplete sentences that obscure meaning and suggest an unverified context."",
  ""hallucinate"": false
}",1077
396,llama-sft-gt,healthcare,17,1,False,"{
  ""score"": 1,
  ""justification"": ""The article maintains an objective tone when describing the legislative process of House Bill 1040 but exhibits slight bias through editorial framing in the 'Related' section by including a specific piece of advice ('Why you shouldnt pay...') that advocates for consumer action rather than neutral reporting."",
  ""hallucinate"": false
}",1083
397,llama-sft-gt,healthcare,18,1,False,"{
  ""score"": 1,
  ""justification"": ""The article is nearly neutral but contains repetitive text and broken markup tags that suggest slight editorial framing or processing errors."",
  ""hallucinate"": false
}",1076
398,llama-sft-gt,healthcare,19,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains obvious fabrication through repeated '<copyright>' placeholders in place of substantive text, rendering specific factual claims unverifiable and the content resembling intentional disinformation or broken generation."",
  ""hallucinate"": true
}",1080
399,llama-sft-gt,healthcare,20,5,True,"{
  ""score"": 5,
  ""justification"": ""The article contains obvious text corruption with repeated copyright tags and nonsensical phrases like 'run 20', alongside fabricated legal claims about a DOJ lawsuit regarding Medicaid discrimination that cannot be verified."",
  ""hallucinate"": true
}",1082
400,llama-sft-gt,healthcare_insurance,1,3,False,"{
  ""score"": 3,
  ""justification"": ""The article displays moderate bias by presenting specific regulatory figures as established facts while omitting the source's context or opposing viewpoints."",
  ""hallucinate"": false
}",1089
401,llama-sft-gt,healthcare_insurance,2,3,False,"{
  ""score"": 3,
  ""justification"": ""The article demonstrates moderate bias through selective framing that labels the CEO's opposing view as 'regulatory overreach' while presenting no counter-arguments or data to balance this subjective characterization."",
  ""hallucinate"": false
}",1080
402,llama-sft-gt,healthcare_insurance,3,5,True,"{
  ""score"": 5,
  ""justification"": ""The article exhibits extreme bias due to severe incoherence caused by repetitive copyright artifacts and contains unverifiable specific references such as the non-existent 'Commissioner John R. Fin' and implausible policy mandates."",
  ""hallucinate"": true
}",1083
403,llama-sft-gt,healthcare_insurance,4,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is categorized as extreme bias due to severe incoherence and nonsensical repetition ('<copyright> <copyright>') that renders it propaganda-like disinformation, alongside the fabrication of a specific Supreme Court ruling described incorrectly."",
  ""hallucinate"": true
}",1081
404,llama-sft-gt,healthcare_insurance,5,2,False,"{
  ""score"": 2,
  ""justification"": ""While the content is largely factual and neutral in tone, it exhibits subtle bias through repetitive phrasing and contains structural errors with repeated copyright tags that suggest a lack of editorial rigor."",
  ""hallucinate"": false
}",1084
405,llama-sft-gt,healthcare_insurance,6,3,False,"{
  ""score"": 3,
  ""justification"": ""The article exhibits moderate bias due to severe text corruption (repeated '<copyright>' tags) that obscures key facts and presents a one-sided description of proposed mandates without acknowledging any opposition or context."",
  ""hallucinate"": false
}",1080
406,llama-sft-gt,healthcare_insurance,7,3,False,"{
  ""score"": 3,
  ""justification"": ""While primarily factual regarding the Affordable Care Act and Supreme Court history, the article exhibits moderate bias by selectively framing religious challenges as opposing a mandate that was already upheld in 2012, while omitting significant legal nuances or counter-perspectives on employer accommodations."",
  ""hallucinate"": false
}",1084
407,llama-sft-gt,healthcare_insurance,8,5,True,"{
  ""score"": 5,
  ""justification"": ""The article consists almost entirely of incoherent repetition and broken text artifacts (e.g., '<copyright>'), rendering it indistinguishable from intentional disinformation or propaganda as no verifiable facts are presented."",
  ""hallucinate"": true
}",1086
408,llama-sft-gt,healthcare_insurance,9,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports facts about proposed regulations and a public hearing date without editorial voice or loaded language."",
  ""hallucinate"": false
}",1082
409,llama-sft-gt,healthcare_insurance,10,2,False,"{
  ""score"": 2,
  ""justification"": ""While the article reports on regulations related to the Affordable Care Act with generally neutral language, it contains a significant textual corruption (repeated '<copyright>' tags) that disrupts readability and suggests an omission of specific factual content."",
  ""hallucinate"": false
}",1082
410,llama-sft-gt,healthcare_insurance,11,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports specific details about a healthcare proposal using neutral language without editorial voice or detectable bias."",
  ""hallucinate"": false
}",1085
411,llama-sft-gt,healthcare_insurance,12,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is extremely biased and nonsensical due to severe generation errors including repeated '<copyright>' tags replacing critical text and an incomplete final sentence indicating fabricated or distorted content."",
  ""hallucinate"": true
}",1086
412,llama-sft-gt,healthcare_insurance,13,2,True,"{
  ""score"": 2,
  ""justification"": ""The article shows subtle bias through selective framing that highlights the negative impact on small employers while omitting counterarguments or broader context regarding employer mandates."",
  ""hallucinate"": true
}",1082
413,llama-sft-gt,healthcare_insurance,14,2,False,"{
  ""score"": 2,
  ""justification"": ""While primarily factual, the article exhibits subtle bias through framing rules as 'restricting' employer abilities and contains a severe text generation error with repeated '<copyright>' tags that disrupts neutrality."",
  ""hallucinate"": false
}",1081
414,llama-sft-gt,healthcare_insurance,15,3,False,"{
  ""score"": 3,
  ""justification"": ""The article takes an editorial stance by framing employer compliance as a 'burden' without presenting the intended benefits of competition in balance."",
  ""hallucinate"": false
}",1087
415,llama-sft-gt,healthcare_insurance,16,2,True,"{
  ""score"": 2,
  ""justification"": ""While largely factual in tone, the article contains a severe formatting error where an organization's name is replaced by repeated copyright tags, creating unverifiable content and omitting specific attribution."",
  ""hallucinate"": false
}",1081
416,llama-sft-gt,healthcare_insurance,17,5,True,"{
  ""score"": 5,
  ""justification"": ""The article is effectively non-existent due to severe text corruption containing repetitive broken tags and nonsensical phrases like '<selfref <copyright>', making it impossible to verify facts or detect standard bias."",
  ""hallucinate"": true
}",1081
417,llama-sft-gt,healthcare_insurance,18,4,True,"{
  ""score"": 4,
  ""justification"": ""The article presents extreme claims about mandatory full coverage for specific income brackets without citing a real commission or bill, and is rendered nonsensical by repeated '<copyright>' tokens that obscure the policy details."",
  ""hallucinate"": true
}",1105
418,llama-sft-gt,healthcare_insurance,19,4,True,"{
  ""score"": 4,
  ""justification"": ""The article displays strong bias through intentional misrepresentation by claiming the Trump administration is requiring employers with 50+ employees to offer insurance or pay costs, which reverses the actual policy of repealing such mandates."",
  ""hallucinate"": true
}",1080
419,llama-sft-gt,healthcare_insurance,20,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses specific regulatory language but exhibits subtle bias through the inclusion of corrupted text ('<copyright>') which disrupts neutrality and prevents full verification of the department's stated intent."",
  ""hallucinate"": false
}",1080
420,llama-sft-gt,housing,1,2,False,"{
  ""score"": 2,
  ""justification"": ""The article contains obvious text generation artifacts like repeated copyright tags that obscure meaning, preventing it from being purely factual or balanced."",
  ""hallucinate"": false
}",1079
421,llama-sft-gt,housing,2,2,False,"{
  ""score"": 2,
  ""justification"": ""The article relies heavily on repetitive phrasing and includes nonsensical copyright symbols inserted into numerical data, which disrupts objectivity but stops short of overt advocacy."",
  ""hallucinate"": false
}",1082
422,llama-sft-gt,housing,3,2,False,"{
  ""score"": 2,
  ""justification"": ""While mostly factual, the article exhibits subtle bias through abrupt truncation of text ('<copyright> ...') that omits details on opposing views while explicitly mentioning complaints from some residents."",
  ""hallucinate"": false
}",1081
423,llama-sft-gt,housing,4,4,True,"{
  ""score"": 4,
  ""justification"": ""The article presents specific factual claims about real Chicago neighborhoods and officials but fails to provide any substantive opposing views or context, while containing a severe formatting error with repeated copyright tags that renders the text nonsensical."",
  ""hallucinate"": true
}",1080
424,llama-sft-gt,housing,5,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists entirely of neutral statements regarding a housing proposal's effects on density and unit limits without any editorial voice or charged language."",
  ""hallucinate"": false
}",1075
425,llama-sft-gt,housing,6,2,True,"{
  ""score"": 2,
  ""justification"": ""The article contains unverified specific references including placeholder tags like <selfref> and named individuals (Alex Breuer, John DeGrazia) that appear fabricated or non-existent within the context of a coherent news report."",
  ""hallucinate"": true
}",1074
426,llama-sft-gt,housing,7,5,True,"{
  ""score"": 5,
  ""justification"": ""The article consists entirely of fragmented sentences, repetitive copyright tags, and nonsensical self-references ('<selfref> is <selfref>') with no coherent content or verifiable facts."",
  ""hallucinate"": true
}",1073
427,llama-sft-gt,housing,8,2,False,"{
  ""score"": 2,
  ""justification"": ""The article relies heavily on repetitive phrasing and contains nonsensical text ('<copyright>') which creates subtle framing issues despite the lack of strong editorial voice."",
  ""hallucinate"": false
}",1080
428,llama-sft-gt,housing,9,2,False,"{
  ""score"": 2,
  ""justification"": ""While largely factual, the article exhibits subtle bias by abruptly cutting off and containing garbled text (copyright symbols) in a way that emphasizes income thresholds without providing balanced context or opposition."",
  ""hallucinate"": false
}",1087
429,llama-sft-gt,housing,10,2,False,"{
  ""score"": 2,
  ""justification"": ""The article frames 'vocal' residents as upset about housing while omitting specific counterarguments or proponents' quotes, and ends abruptly with an incomplete sentence suggesting missing context."",
  ""hallucinate"": false
}",1073
430,llama-sft-gt,housing,11,2,False,"{
  ""score"": 2,
  ""justification"": ""The article uses subtly biased language such as 'destroy' to describe residents' fears regarding historic character while presenting a one-sided view of controversy without counterarguments."",
  ""hallucinate"": false
}",1073
431,llama-sft-gt,housing,12,2,False,"{
  ""score"": 2,
  ""justification"": ""The article relies almost exclusively on a single source (Chicago Sun-Times) and omits any supporting perspectives or details from proponents, while containing significant structural errors with repeated copyright tags."",
  ""hallucinate"": false
}",1076
432,llama-sft-gt,housing,13,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports on zoning proposals with specific numerical details and meeting dates using neutral language without editorial framing or omission of perspectives."",
  ""hallucinate"": false
}",1082
433,llama-sft-gt,housing,14,0,False,"{
  ""score"": 0,
  ""justification"": ""The article reports facts about a zoning proposal and voting timeline without detectable editorial voice or bias."",
  ""hallucinate"": false
}",1075
434,llama-sft-gt,housing,15,5,True,"{
  ""score"": 5,
  ""justification"": ""The article presents nonsensical claims such as limiting density to encourage affordability, includes repeated copyright tags indicating fabrication or corruption, and promotes a distorted narrative with no verifiable facts."",
  ""hallucinate"": true
}",1076
435,llama-sft-gt,housing,16,2,False,"{
  ""score"": 2,
  ""justification"": ""While mostly factual, the article exhibits subtle bias through its abrupt ending which omits potential counterarguments or opposition to the proposed changes."",
  ""hallucinate"": false
}",1076
436,llama-sft-gt,housing,17,0,False,"{
  ""score"": 0,
  ""justification"": ""The article consists solely of neutral factual statements regarding a housing proposal's status and provisions without any editorial voice or biased language."",
  ""hallucinate"": false
}",1078
437,llama-sft-gt,housing,18,1,False,"{
  ""score"": 1,
  ""justification"": ""The article is largely factual and neutral but exhibits slight bias or editorial framing through awkward repetition of copyright tags and fragmented sentence structure at the end that disrupts clarity."",
  ""hallucinate"": false
}",1082
438,llama-sft-gt,housing,19,1,False,"{
  ""score"": 1,
  ""justification"": ""The article presents a neutral summary of a planning proposal with minor editorial framing limited to repetitive phrasing and slight emphasis on density changes."",
  ""hallucinate"": false
}",1074
439,llama-sft-gt,housing,20,2,False,"{
  ""score"": 2,
  ""justification"": ""While primarily factual regarding specific density numbers, the article exhibits subtle bias by omitting any counterarguments or opposition views while exclusively framing the intent as positive ('make it more affordable')."",
  ""hallucinate"": false
}",1077
440,llama-sft-gt,immigration,1,4,False,"{
  ""score"": 4,
  ""justification"": ""The article employs significantly charged language by labeling beneficiaries of a legal protection program as 'illegal immigrants' and presents a specific policy implementation date without context or opposing viewpoints."",
  ""hallucinate"": false
}",1075
